idx,threshold,set,source,label_true,label_pred,cost_usd,tokens,genre
451,0.85,matched,encoder,entailment,entailment,0.0,0,slate
452,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
453,0.85,matched,encoder,neutral,neutral,0.0,0,slate
454,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
455,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
456,0.85,matched,encoder,neutral,neutral,0.0,0,government
457,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
458,0.85,matched,encoder,neutral,neutral,0.0,0,travel
459,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
460,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
461,0.85,matched,encoder,entailment,entailment,0.0,0,slate
462,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
463,0.85,matched,encoder,entailment,entailment,0.0,0,travel
464,0.85,matched,encoder,neutral,neutral,0.0,0,slate
465,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
466,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
467,0.85,matched,encoder,entailment,entailment,0.0,0,travel
468,0.85,matched,encoder,entailment,entailment,0.0,0,government
469,0.85,matched,encoder,neutral,neutral,0.0,0,travel
470,0.85,matched,encoder,entailment,neutral,0.0,0,slate
471,0.85,matched,encoder,entailment,entailment,0.0,0,slate
472,0.85,matched,encoder,entailment,neutral,0.0,0,fiction
473,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
474,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
475,0.85,matched,encoder,neutral,neutral,0.0,0,travel
476,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
477,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
478,0.85,matched,encoder,entailment,entailment,0.0,0,government
479,0.85,matched,encoder,entailment,neutral,0.0,0,telephone
480,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
481,0.85,matched,encoder,entailment,entailment,0.0,0,travel
482,0.85,matched,encoder,neutral,neutral,0.0,0,travel
483,0.85,matched,encoder,entailment,entailment,0.0,0,government
484,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
485,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
486,0.85,matched,encoder,entailment,entailment,0.0,0,slate
487,0.85,matched,encoder,neutral,neutral,0.0,0,slate
488,0.85,matched,encoder,neutral,neutral,0.0,0,travel
489,0.85,matched,encoder,neutral,neutral,0.0,0,travel
490,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
491,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
492,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
493,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
494,0.85,matched,encoder,entailment,entailment,0.0,0,slate
495,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
496,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
497,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
498,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
499,0.85,matched,encoder,neutral,neutral,0.0,0,government
500,0.85,matched,encoder,entailment,entailment,0.0,0,travel
501,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
502,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
503,0.85,matched,encoder,entailment,entailment,0.0,0,slate
504,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
505,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
506,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
507,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
508,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
509,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
510,0.85,matched,encoder,contradiction,neutral,0.0,0,travel
511,0.85,matched,encoder,neutral,contradiction,0.0,0,slate
512,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
513,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
514,0.85,matched,encoder,neutral,neutral,0.0,0,travel
515,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
516,0.85,matched,encoder,entailment,entailment,0.0,0,slate
517,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
518,0.85,matched,encoder,neutral,neutral,0.0,0,slate
519,0.85,matched,encoder,entailment,entailment,0.0,0,slate
520,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
521,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
522,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
523,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
524,0.85,matched,encoder,neutral,neutral,0.0,0,travel
525,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
526,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
527,0.85,matched,encoder,entailment,entailment,0.0,0,travel
528,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
529,0.85,matched,encoder,entailment,entailment,0.0,0,slate
530,0.85,matched,encoder,neutral,neutral,0.0,0,travel
531,0.85,matched,encoder,neutral,neutral,0.0,0,government
532,0.85,matched,encoder,neutral,neutral,0.0,0,slate
533,0.85,matched,encoder,neutral,neutral,0.0,0,travel
534,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
535,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
536,0.85,matched,encoder,entailment,entailment,0.0,0,travel
537,0.85,matched,encoder,entailment,entailment,0.0,0,slate
538,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
539,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
540,0.85,matched,encoder,entailment,entailment,0.0,0,slate
541,0.85,matched,encoder,entailment,entailment,0.0,0,government
542,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
543,0.85,matched,encoder,entailment,entailment,0.0,0,government
544,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
545,0.85,matched,encoder,entailment,entailment,0.0,0,travel
546,0.85,matched,encoder,entailment,entailment,0.0,0,slate
547,0.85,matched,api,neutral,contradiction,0.00033,123,fiction
548,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
549,0.85,matched,encoder,entailment,entailment,0.0,0,government
550,0.85,matched,encoder,neutral,neutral,0.0,0,travel
551,0.85,matched,encoder,entailment,neutral,0.0,0,travel
552,0.85,matched,encoder,entailment,neutral,0.0,0,fiction
553,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
554,0.85,matched,encoder,neutral,neutral,0.0,0,travel
555,0.85,matched,encoder,neutral,neutral,0.0,0,government
556,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
557,0.85,matched,encoder,neutral,neutral,0.0,0,slate
558,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
559,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
560,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
561,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
562,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
563,0.85,matched,encoder,entailment,entailment,0.0,0,travel
564,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
565,0.85,matched,encoder,entailment,entailment,0.0,0,slate
566,0.85,matched,encoder,neutral,neutral,0.0,0,government
567,0.85,matched,encoder,neutral,neutral,0.0,0,government
568,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
569,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
570,0.85,matched,encoder,neutral,entailment,0.0,0,slate
571,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
572,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
573,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
574,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
575,0.85,matched,encoder,neutral,neutral,0.0,0,government
576,0.85,matched,encoder,entailment,entailment,0.0,0,slate
577,0.85,matched,encoder,neutral,neutral,0.0,0,travel
578,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
579,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
580,0.85,matched,encoder,contradiction,neutral,0.0,0,government
581,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
582,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
583,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
584,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
585,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
586,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
587,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
588,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
589,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
590,0.85,matched,encoder,entailment,entailment,0.0,0,travel
591,0.85,matched,encoder,entailment,entailment,0.0,0,travel
592,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
593,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
594,0.85,matched,encoder,neutral,neutral,0.0,0,travel
595,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
596,0.85,matched,encoder,entailment,entailment,0.0,0,government
597,0.85,matched,encoder,entailment,entailment,0.0,0,travel
598,0.85,matched,encoder,neutral,contradiction,0.0,0,travel
599,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
600,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
601,0.85,matched,encoder,neutral,neutral,0.0,0,government
602,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
603,0.85,matched,encoder,neutral,neutral,0.0,0,travel
604,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
605,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
606,0.85,matched,encoder,entailment,entailment,0.0,0,government
607,0.85,matched,encoder,neutral,neutral,0.0,0,government
608,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
609,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
610,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
611,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
612,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
613,0.85,matched,encoder,entailment,neutral,0.0,0,fiction
614,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
615,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
616,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
617,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
618,0.85,matched,encoder,neutral,neutral,0.0,0,government
619,0.85,matched,encoder,entailment,entailment,0.0,0,government
620,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
621,0.85,matched,encoder,entailment,neutral,0.0,0,government
622,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
623,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
624,0.85,matched,encoder,neutral,entailment,0.0,0,slate
625,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
626,0.85,matched,encoder,neutral,neutral,0.0,0,slate
627,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
628,0.85,matched,encoder,entailment,entailment,0.0,0,slate
629,0.85,matched,encoder,contradiction,neutral,0.0,0,slate
630,0.85,matched,encoder,entailment,entailment,0.0,0,slate
631,0.85,matched,encoder,entailment,entailment,0.0,0,travel
632,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
633,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
634,0.85,matched,encoder,neutral,contradiction,0.0,0,government
635,0.85,matched,encoder,entailment,entailment,0.0,0,slate
636,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
637,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
638,0.85,matched,encoder,contradiction,neutral,0.0,0,government
639,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
640,0.85,matched,encoder,neutral,neutral,0.0,0,government
641,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
642,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
643,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
644,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
645,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
646,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
647,0.85,matched,encoder,entailment,entailment,0.0,0,slate
648,0.85,matched,encoder,entailment,entailment,0.0,0,travel
649,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
650,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
651,0.85,matched,api,entailment,entailment,0.0003625,136,slate
652,0.85,matched,encoder,entailment,entailment,0.0,0,travel
653,0.85,matched,encoder,entailment,entailment,0.0,0,government
654,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
655,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
656,0.85,matched,encoder,entailment,neutral,0.0,0,telephone
657,0.85,matched,encoder,contradiction,neutral,0.0,0,travel
658,0.85,matched,encoder,neutral,neutral,0.0,0,travel
659,0.85,matched,encoder,entailment,entailment,0.0,0,slate
660,0.85,matched,encoder,entailment,entailment,0.0,0,travel
661,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
662,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
663,0.85,matched,encoder,neutral,neutral,0.0,0,government
664,0.85,matched,encoder,neutral,neutral,0.0,0,travel
665,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
666,0.85,matched,encoder,entailment,entailment,0.0,0,slate
667,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
668,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
669,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
670,0.85,matched,encoder,entailment,entailment,0.0,0,government
671,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
672,0.85,matched,encoder,entailment,entailment,0.0,0,travel
673,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
674,0.85,matched,encoder,neutral,neutral,0.0,0,slate
675,0.85,matched,encoder,entailment,entailment,0.0,0,slate
676,0.85,matched,encoder,entailment,entailment,0.0,0,slate
677,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
678,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
679,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
680,0.85,matched,encoder,neutral,neutral,0.0,0,travel
681,0.85,matched,encoder,neutral,neutral,0.0,0,slate
682,0.85,matched,encoder,neutral,contradiction,0.0,0,government
683,0.85,matched,encoder,entailment,entailment,0.0,0,travel
684,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
685,0.85,matched,encoder,entailment,entailment,0.0,0,government
686,0.85,matched,encoder,entailment,entailment,0.0,0,government
687,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
688,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
689,0.85,matched,encoder,neutral,neutral,0.0,0,government
690,0.85,matched,encoder,entailment,entailment,0.0,0,government
691,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
692,0.85,matched,api,entailment,neutral,0.000385,151,slate
693,0.85,matched,encoder,neutral,neutral,0.0,0,travel
694,0.85,matched,encoder,neutral,entailment,0.0,0,fiction
695,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
696,0.85,matched,api,entailment,neutral,0.0003425,134,fiction
697,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
698,0.85,matched,encoder,neutral,neutral,0.0,0,slate
699,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
700,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
701,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
702,0.85,matched,encoder,entailment,entailment,0.0,0,travel
703,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
704,0.85,matched,encoder,neutral,neutral,0.0,0,travel
705,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
706,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
707,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
708,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
709,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
710,0.85,matched,encoder,entailment,entailment,0.0,0,travel
711,0.85,matched,encoder,neutral,contradiction,0.0,0,fiction
712,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
713,0.85,matched,encoder,entailment,entailment,0.0,0,government
714,0.85,matched,encoder,contradiction,neutral,0.0,0,slate
715,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
716,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
717,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
718,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
719,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
720,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
721,0.85,matched,encoder,entailment,entailment,0.0,0,slate
722,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
723,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
724,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
725,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
726,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
727,0.85,matched,encoder,neutral,neutral,0.0,0,travel
728,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
729,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
730,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
731,0.85,matched,encoder,neutral,neutral,0.0,0,government
732,0.85,matched,encoder,neutral,neutral,0.0,0,government
733,0.85,matched,encoder,entailment,entailment,0.0,0,slate
734,0.85,matched,encoder,entailment,entailment,0.0,0,slate
735,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
736,0.85,matched,encoder,neutral,neutral,0.0,0,government
737,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
738,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
739,0.85,matched,encoder,neutral,neutral,0.0,0,government
740,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
741,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
742,0.85,matched,encoder,entailment,neutral,0.0,0,telephone
743,0.85,matched,encoder,entailment,neutral,0.0,0,fiction
744,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
745,0.85,matched,encoder,entailment,entailment,0.0,0,travel
746,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
747,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
748,0.85,matched,encoder,neutral,neutral,0.0,0,travel
749,0.85,matched,encoder,entailment,entailment,0.0,0,fiction
750,0.85,matched,encoder,neutral,neutral,0.0,0,slate
751,0.85,matched,encoder,entailment,entailment,0.0,0,government
752,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
753,0.85,matched,encoder,neutral,contradiction,0.0,0,slate
754,0.85,matched,encoder,entailment,entailment,0.0,0,slate
755,0.85,matched,encoder,neutral,neutral,0.0,0,government
756,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
757,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
758,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
759,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
760,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
761,0.85,matched,encoder,neutral,contradiction,0.0,0,telephone
762,0.85,matched,encoder,entailment,entailment,0.0,0,slate
763,0.85,matched,encoder,contradiction,neutral,0.0,0,travel
764,0.85,matched,encoder,neutral,neutral,0.0,0,fiction
765,0.85,matched,encoder,entailment,entailment,0.0,0,slate
766,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
767,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
768,0.85,matched,encoder,entailment,entailment,0.0,0,slate
769,0.85,matched,encoder,entailment,neutral,0.0,0,travel
770,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
771,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
772,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
773,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
774,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
775,0.85,matched,encoder,contradiction,contradiction,0.0,0,fiction
776,0.85,matched,encoder,entailment,entailment,0.0,0,travel
777,0.85,matched,encoder,entailment,entailment,0.0,0,government
778,0.85,matched,encoder,neutral,entailment,0.0,0,telephone
779,0.85,matched,encoder,neutral,neutral,0.0,0,slate
780,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
781,0.85,matched,encoder,neutral,neutral,0.0,0,government
782,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
783,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
784,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
785,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
786,0.85,matched,encoder,entailment,entailment,0.0,0,travel
787,0.85,matched,encoder,neutral,neutral,0.0,0,government
788,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
789,0.85,matched,encoder,neutral,neutral,0.0,0,telephone
790,0.85,matched,encoder,entailment,entailment,0.0,0,government
791,0.85,matched,encoder,contradiction,contradiction,0.0,0,travel
792,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
793,0.85,matched,encoder,entailment,entailment,0.0,0,telephone
794,0.85,matched,encoder,contradiction,contradiction,0.0,0,telephone
795,0.85,matched,encoder,entailment,entailment,0.0,0,travel
796,0.85,matched,encoder,contradiction,contradiction,0.0,0,slate
797,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
798,0.85,matched,encoder,entailment,entailment,0.0,0,travel
799,0.85,matched,encoder,contradiction,contradiction,0.0,0,government
0,0.9,matched,encoder,entailment,entailment,0.0,0,slate
1,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
2,0.9,matched,api,entailment,entailment,0.0003425,128,fiction
3,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
4,0.9,matched,encoder,neutral,neutral,0.0,0,travel
5,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
6,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
7,0.9,matched,encoder,entailment,entailment,0.0,0,slate
8,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
9,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
10,0.9,matched,encoder,entailment,neutral,0.0,0,government
11,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
12,0.9,matched,api,contradiction,contradiction,0.000405,153,slate
13,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
14,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
15,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
16,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
17,0.9,matched,encoder,entailment,entailment,0.0,0,travel
18,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
19,0.9,matched,encoder,entailment,entailment,0.0,0,travel
20,0.9,matched,encoder,entailment,entailment,0.0,0,travel
21,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
22,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
23,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
24,0.9,matched,encoder,neutral,neutral,0.0,0,travel
25,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
26,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
27,0.9,matched,encoder,neutral,neutral,0.0,0,travel
28,0.9,matched,encoder,entailment,entailment,0.0,0,slate
29,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
30,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
31,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
32,0.9,matched,encoder,entailment,entailment,0.0,0,travel
33,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
34,0.9,matched,encoder,entailment,entailment,0.0,0,travel
35,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
36,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
37,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
38,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
39,0.9,matched,encoder,entailment,entailment,0.0,0,travel
40,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
41,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
42,0.9,matched,encoder,entailment,neutral,0.0,0,slate
43,0.9,matched,encoder,neutral,neutral,0.0,0,government
44,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
45,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
46,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
47,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
48,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
49,0.9,matched,encoder,entailment,entailment,0.0,0,travel
50,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
51,0.9,matched,encoder,neutral,neutral,0.0,0,travel
52,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
53,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
54,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
55,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
56,0.9,matched,encoder,neutral,neutral,0.0,0,slate
57,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
58,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
59,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
60,0.9,matched,encoder,neutral,neutral,0.0,0,government
61,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
62,0.9,matched,encoder,entailment,entailment,0.0,0,slate
63,0.9,matched,encoder,neutral,contradiction,0.0,0,government
64,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
65,0.9,matched,encoder,neutral,neutral,0.0,0,government
66,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
67,0.9,matched,encoder,neutral,neutral,0.0,0,slate
68,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
69,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
70,0.9,matched,encoder,entailment,entailment,0.0,0,government
71,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
72,0.9,matched,encoder,entailment,entailment,0.0,0,slate
73,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
74,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
75,0.9,matched,encoder,entailment,entailment,0.0,0,government
76,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
77,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
78,0.9,matched,encoder,neutral,neutral,0.0,0,government
79,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
80,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
81,0.9,matched,encoder,neutral,neutral,0.0,0,travel
82,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
83,0.9,matched,encoder,entailment,entailment,0.0,0,slate
84,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
85,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
86,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
87,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
88,0.9,matched,encoder,entailment,entailment,0.0,0,travel
89,0.9,matched,encoder,entailment,entailment,0.0,0,slate
90,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
91,0.9,matched,encoder,entailment,entailment,0.0,0,government
92,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
93,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
94,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
95,0.9,matched,encoder,neutral,neutral,0.0,0,slate
96,0.9,matched,encoder,neutral,entailment,0.0,0,fiction
97,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
98,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
99,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
100,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
101,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
102,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
