idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,reasoning_tokens
204,P1_zero_shot,gpt5,matched,The Washington Post called it the culmination of a six-month game of political chicken.,It has been called by the Washington Post as a beautiful situation.,slate,contradiction,neutral,neutral,66,266,332,0.011300000000000001,256
205,P1_zero_shot,gpt5,matched,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.",General economic trends would have to be considered by a case study on job training effectiveness.,government,entailment,neutral,neutral,86,266,352,0.0115,256
206,P1_zero_shot,gpt5,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes was more judicious than yours.,fiction,entailment,neutral,neutral,71,266,337,0.01135,256
207,P1_zero_shot,gpt5,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,telephone,neutral,neutral,neutral,121,266,387,0.01185,256
208,P1_zero_shot,gpt5,matched,"Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.",There isn't enough room for an airport on the island.,travel,neutral,neutral,neutral,83,202,285,0.008910000000000001,192
209,P1_zero_shot,gpt5,matched,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers offer employees benefits in return for information.,government,neutral,neutral,neutral,69,266,335,0.01133,256
210,P1_zero_shot,gpt5,matched,Some rooms have balconies.,Some rooms have balconies off of them.,travel,entailment,entailment,entailment,50,588,638,0.02402,576
211,P1_zero_shot,gpt5,matched,"No, John, I said, ""it isn't one of us. ",I told John it was not one of us.,fiction,entailment,entailment,entailment,62,332,394,0.013900000000000001,320
212,P1_zero_shot,gpt5,matched,"These aliens may seek legal assistance at any time during the year, although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation.",These immigrants often need legal assistance.,government,entailment,neutral,neutral,78,202,280,0.00886,192
213,P1_zero_shot,gpt5,matched,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.",People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.,slate,entailment,entailment,entailment,83,1420,1503,0.05763,1408
214,P1_zero_shot,gpt5,matched,The sacred is not mysterious to her.,The woman is very religious.,slate,neutral,neutral,neutral,51,74,125,0.00347,64
215,P1_zero_shot,gpt5,matched,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.",The central porch was destroyed long ago.,travel,contradiction,contradiction,contradiction,71,76,147,0.0037500000000000003,64
216,P1_zero_shot,gpt5,matched,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks have six shelters on their grounds.,telephone,entailment,entailment,entailment,87,652,739,0.026949999999999998,640
217,P1_zero_shot,gpt5,matched,"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.",fiction,neutral,neutral,neutral,78,330,408,0.01398,320
218,P1_zero_shot,gpt5,matched,No. I guess I'm going too.,I guess I'm not going to come.,fiction,contradiction,contradiction,contradiction,53,332,385,0.01381,320
219,P1_zero_shot,gpt5,matched,It's all right.,It is well and we will be on our way.,fiction,neutral,neutral,neutral,52,138,190,0.006039999999999999,128
220,P1_zero_shot,gpt5,matched,i ripped the ligaments in my right ankle,i tore the ligaments in my right ankle,telephone,entailment,entailment,entailment,57,76,133,0.0036100000000000004,64
221,P1_zero_shot,gpt5,matched,yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,neutral,neutral,neutral,58,202,260,0.008660000000000001,192
222,P1_zero_shot,gpt5,matched,The way we try to approach it is to identify every legal problem that a client has.,Identifying every legal problem makes it easier to help the client.,government,neutral,neutral,neutral,68,138,206,0.0062,128
223,P1_zero_shot,gpt5,matched,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",George meikle Kemp was inspired by Melrose abbey. ,travel,entailment,entailment,entailment,79,332,411,0.014070000000000001,320
224,P1_zero_shot,gpt5,matched,cook and then the next time it would be my turn and i'd try to outdo him and then he'd try to outdo me and  we we was really a lot of fun and,"I would cook and he never would, it always turned out to be a chore. ",telephone,contradiction,contradiction,contradiction,93,140,233,0.00653,128
225,P1_zero_shot,gpt5,matched,okay what types of music do you like to listen to,"You hate music, don't you? ",telephone,contradiction,neutral,neutral,57,330,387,0.01377,320
226,P1_zero_shot,gpt5,matched,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,slate,contradiction,contradiction,contradiction,59,140,199,0.00619,128
227,P1_zero_shot,gpt5,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can do it by yourself no problem.,telephone,neutral,neutral,neutral,103,266,369,0.01167,256
228,P1_zero_shot,gpt5,matched,She's very tired.,She is very tired from her long day.,fiction,neutral,neutral,neutral,50,138,188,0.006019999999999999,128
229,P1_zero_shot,gpt5,matched,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.",The only way for Assad to take care of the trouble is for him to die. ,slate,contradiction,contradiction,contradiction,73,76,149,0.00377,64
230,P1_zero_shot,gpt5,matched,what does um is Robby Robin Williams does he have a funny part in the movie or is,Is Robin Williams in the movie?,telephone,neutral,neutral,neutral,64,330,394,0.01384,320
231,P1_zero_shot,gpt5,matched,"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is no bookshop in the area.,travel,contradiction,contradiction,contradiction,77,76,153,0.00381,64
232,P1_zero_shot,gpt5,matched,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,contradiction,contradiction,contradiction,90,76,166,0.00394,64
233,P1_zero_shot,gpt5,matched,"Eh! Monsieur Lawrence, called Poirot. ",Poirot called upon Monsieur Lawrence.,fiction,entailment,neutral,neutral,54,394,448,0.0163,384
234,P1_zero_shot,gpt5,matched,"If all else failed, I could always make myself an exhibit.",There are major downsides to making myself an exhibit. ,fiction,neutral,neutral,neutral,62,266,328,0.011260000000000001,256
235,P1_zero_shot,gpt5,matched,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,government,neutral,contradiction,contradiction,96,972,1068,0.03984,960
236,P1_zero_shot,gpt5,matched,Weicker has yet to declare his intentions.,Weicker has only the very best of intentions.,slate,neutral,neutral,neutral,56,138,194,0.0060799999999999995,128
237,P1_zero_shot,gpt5,matched,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,telephone,contradiction,contradiction,contradiction,73,76,149,0.00377,64
238,P1_zero_shot,gpt5,matched,"Even the most aged and infirm travel here to die, for nothing is more blessed for a devout Hindu than to die in the great waters of the Varanasi and thus be released from the eternal cycle of rebirth.",There is nothing special to Hindus about the water of the Varanasi.,travel,contradiction,contradiction,contradiction,98,204,302,0.00914,192
239,P1_zero_shot,gpt5,matched,but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend,We still won't be able to mow for a couple of weeks.,telephone,contradiction,contradiction,contradiction,109,204,313,0.009250000000000001,192
240,P1_zero_shot,gpt5,matched,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were driving in a blue Cadillac when they filed their final exams.,telephone,neutral,neutral,neutral,83,202,285,0.008910000000000001,192
241,P1_zero_shot,gpt5,matched,With him was the evil-looking Number 14.,Number 14 looked very innocent.,fiction,contradiction,contradiction,contradiction,54,76,130,0.0035800000000000003,64
242,P1_zero_shot,gpt5,matched,This site includes a list of all award winners and a searchable database of Government Executive articles.,All of the award winners are listed on the site.,government,entailment,entailment,entailment,66,76,142,0.0037,64
243,P1_zero_shot,gpt5,matched,"In the final rule, HCFA revised certain regulations pertaining to the costs of graduate medical education programs to conform to a recently enacted statute.","Regulations were revised by HCFA pertaining to the costs of graduate programs, because they neglected those programs.",government,neutral,neutral,neutral,84,522,606,0.02172,512
244,P1_zero_shot,gpt5,matched,GAO secures all information obtained during the course of its work.,The information is secured.,government,entailment,entailment,entailment,56,332,388,0.01384,320
245,P1_zero_shot,gpt5,matched,He also has a private practice.,He has private practices as well.,government,entailment,neutral,neutral,51,330,381,0.01371,320
246,P1_zero_shot,gpt5,matched,"Nonetheless, the rationality of service tiers remains.",Rationality of service tiers continues on.,government,entailment,entailment,entailment,55,76,131,0.0035900000000000003,64
247,P1_zero_shot,gpt5,matched,"Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.",Design of military aircraft is one of the town's biggest industries.,travel,neutral,neutral,neutral,83,202,285,0.008910000000000001,192
248,P1_zero_shot,gpt5,matched,"This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.",The Sea of Galilee is full of saltwater. ,travel,contradiction,contradiction,contradiction,89,76,165,0.00393,64
249,P1_zero_shot,gpt5,matched,Loire Valley,A Lake in Loire.,travel,contradiction,neutral,neutral,45,202,247,0.008530000000000001,192
250,P1_zero_shot,gpt5,matched,i never managed to plan my departure right,I have all of my travel plans set.,telephone,contradiction,contradiction,contradiction,55,652,707,0.026629999999999997,640
251,P1_zero_shot,gpt5,matched,well yeah that really is scary,That is frightening.,telephone,entailment,entailment,entailment,48,140,188,0.00608,128
252,P1_zero_shot,gpt5,matched,He knew how the Simulacra was supposed to develop.,He knew how the Sim would change.,fiction,entailment,neutral,neutral,58,458,516,0.0189,448
253,P1_zero_shot,gpt5,matched,"Other advantages the Postal Service could retain relate to such things as the payment of taxes, the need for a return on investment, the right of eminent domain, and immunity from parking tickets.",The right of eminent domain is an advantage of the Postal Service.,government,entailment,entailment,entailment,87,396,483,0.01671,384
254,P1_zero_shot,gpt5,matched,With dark eyes and eyelashes she would have been a beauty. ,"There was nothing that could be done to make her beautiful, not even darker eyes.",fiction,contradiction,contradiction,contradiction,67,204,271,0.008830000000000001,192
255,P1_zero_shot,gpt5,matched,That seems to make up for how he feels about what you did to the Voth.,He held his feelings about what happened to the Voth mostly inside. ,fiction,neutral,neutral,neutral,70,330,400,0.0139,320
256,P1_zero_shot,gpt5,matched,The younger girl ran screaming to her.,The young girl was scared. ,fiction,neutral,neutral,neutral,52,330,382,0.01372,320
257,P1_zero_shot,gpt5,matched,uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,The only TV shows remaining will be on PBS,telephone,entailment,neutral,neutral,80,458,538,0.019119999999999998,448
258,P1_zero_shot,gpt5,matched,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",travel,neutral,neutral,neutral,81,330,411,0.01401,320
259,P1_zero_shot,gpt5,matched,"Sculpture and stone carving are perfectly modified to the harmonies of the design; the four columns at the corners are hollow to carry water off the roof, and the urns on roof are disguised chimneys.",The chimneys on the roof and entirely perceivable and not at all disguised. ,travel,contradiction,contradiction,contradiction,95,268,363,0.01167,256
260,P1_zero_shot,gpt5,matched,Are you sure?,Have you thought it through?,fiction,entailment,neutral,neutral,47,74,121,0.00343,64
261,P1_zero_shot,gpt5,matched,Trying Your Luck,Think carefully and calculate your way to a certain victory.,travel,neutral,contradiction,contradiction,52,1100,1152,0.04452,1088
262,P1_zero_shot,gpt5,matched,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",Nobody is going to be to any nightclub ever. ,slate,contradiction,neutral,neutral,123,586,709,0.024669999999999997,576
263,P1_zero_shot,gpt5,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",Blue mountain National Park is preventing farmers from working there because the park already has farmers.,travel,neutral,neutral,neutral,99,778,877,0.03211,768
264,P1_zero_shot,gpt5,matched,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are easily mitigated.,government,neutral,contradiction,contradiction,63,332,395,0.01391,320
265,P1_zero_shot,gpt5,matched,36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).,Mercury control from power plants does not required AC.,government,contradiction,neutral,neutral,103,458,561,0.01935,448
266,P1_zero_shot,gpt5,matched,I am a lacto-vegetarian.,"I can consume lactose, but not meat.",slate,entailment,entailment,entailment,55,716,771,0.029189999999999997,704
267,P1_zero_shot,gpt5,matched,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",telephone,neutral,neutral,neutral,73,202,275,0.00881,192
268,P1_zero_shot,gpt5,matched,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,travel,neutral,neutral,neutral,89,650,739,0.026889999999999997,640
269,P1_zero_shot,gpt5,matched,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,neutral,neutral,neutral,71,138,209,0.006229999999999999,128
270,P1_zero_shot,gpt5,matched,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,slate,neutral,neutral,neutral,83,138,221,0.00635,128
271,P1_zero_shot,gpt5,matched,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I don't agree when you say that he didn't have as much support as Montana.,telephone,contradiction,contradiction,contradiction,78,396,474,0.01662,384
272,P1_zero_shot,gpt5,matched,She was alone at last with the president!,"At last, she has been alone with the president!",slate,entailment,entailment,entailment,57,268,325,0.01129,256
273,P1_zero_shot,gpt5,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",Our ideas work really well together and do not clash.,slate,contradiction,contradiction,contradiction,70,652,722,0.026779999999999998,640
274,P1_zero_shot,gpt5,matched,Randy's Anecdotal Wrap-Up,Randy's Conclusions,slate,entailment,neutral,neutral,49,266,315,0.011130000000000001,256
275,P1_zero_shot,gpt5,matched,so that's that's one of your priorities there's got to be air has to be an automatic,Do not get a car if it has a broken air-conditioning system.,telephone,neutral,neutral,neutral,69,1098,1167,0.044610000000000004,1088
276,P1_zero_shot,gpt5,matched,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",travel,neutral,neutral,neutral,74,202,276,0.00882,192
277,P1_zero_shot,gpt5,matched,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",telephone,contradiction,contradiction,contradiction,77,204,281,0.00893,192
278,P1_zero_shot,gpt5,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times",travel,contradiction,contradiction,contradiction,84,268,352,0.01156,256
279,P1_zero_shot,gpt5,matched,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",Audits and evaluations are harder because it is more difficult for GAO to get the records.,government,entailment,neutral,neutral,108,586,694,0.02452,576
280,P1_zero_shot,gpt5,matched,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","The double decker boats are all out of service, so they never leave the pier.",travel,contradiction,contradiction,contradiction,103,76,179,0.004070000000000001,64
281,P1_zero_shot,gpt5,matched,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Couples always put their retirement ahead of their kids.,slate,contradiction,neutral,neutral,83,330,413,0.01403,320
282,P1_zero_shot,gpt5,matched,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,telephone,contradiction,neutral,neutral,85,202,287,0.00893,192
283,P1_zero_shot,gpt5,matched,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,neutral,neutral,neutral,96,74,170,0.00392,64
284,P1_zero_shot,gpt5,matched,"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",The outlook on violence was not affected by The Wild Bunch.,slate,contradiction,contradiction,contradiction,68,204,272,0.00884,192
285,P1_zero_shot,gpt5,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,neutral,neutral,75,586,661,0.02419,576
286,P1_zero_shot,gpt5,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,neutral,neutral,51,394,445,0.01627,384
287,P1_zero_shot,gpt5,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,neutral,neutral,82,202,284,0.0089,192
288,P1_zero_shot,gpt5,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,entailment,87,140,227,0.00647,128
289,P1_zero_shot,gpt5,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,neutral,69,202,271,0.00877,192
290,P1_zero_shot,gpt5,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,neutral,neutral,86,266,352,0.0115,256
291,P1_zero_shot,gpt5,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,entailment,64,204,268,0.0088,192
292,P1_zero_shot,gpt5,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,contradiction,70,140,210,0.0063,128
293,P1_zero_shot,gpt5,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,entailment,77,332,409,0.01405,320
294,P1_zero_shot,gpt5,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,contradiction,80,204,284,0.008960000000000001,192
295,P1_zero_shot,gpt5,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,neutral,neutral,80,586,666,0.024239999999999998,576
296,P1_zero_shot,gpt5,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,contradiction,74,652,726,0.02682,640
297,P1_zero_shot,gpt5,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,neutral,neutral,86,522,608,0.02174,512
298,P1_zero_shot,gpt5,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,neutral,neutral,63,330,393,0.01383,320
299,P1_zero_shot,gpt5,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,neutral,57,74,131,0.00353,64
300,P1_zero_shot,gpt5,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,contradiction,69,652,721,0.02677,640
301,P1_zero_shot,gpt5,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,neutral,62,266,328,0.011260000000000001,256
302,P1_zero_shot,gpt5,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,neutral,50,394,444,0.01626,384
303,P1_zero_shot,gpt5,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,contradiction,72,140,212,0.00632,128
304,P1_zero_shot,gpt5,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,entailment,59,76,135,0.0036300000000000004,64
305,P1_zero_shot,gpt5,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,contradiction,58,1036,1094,0.042019999999999995,1024
306,P1_zero_shot,gpt5,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,neutral,neutral,70,2058,2128,0.08302000000000001,2048
307,P1_zero_shot,gpt5,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,neutral,57,266,323,0.01121,256
308,P1_zero_shot,gpt5,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,contradiction,contradiction,81,396,477,0.016649999999999998,384
309,P1_zero_shot,gpt5,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,neutral,76,74,150,0.00372,64
310,P1_zero_shot,gpt5,matched,The family. ,The couple.,fiction,neutral,neutral,neutral,44,138,182,0.00596,128
311,P1_zero_shot,gpt5,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,entailment,76,140,216,0.00636,128
312,P1_zero_shot,gpt5,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,neutral,89,714,803,0.029449999999999997,704
313,P1_zero_shot,gpt5,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,contradiction,48,76,124,0.00352,64
314,P1_zero_shot,gpt5,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,neutral,neutral,68,650,718,0.02668,640
315,P1_zero_shot,gpt5,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,contradiction,72,396,468,0.01656,384
316,P1_zero_shot,gpt5,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,entailment,76,76,152,0.0038000000000000004,64
317,P1_zero_shot,gpt5,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,entailment,64,460,524,0.01904,448
318,P1_zero_shot,gpt5,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,neutral,neutral,71,650,721,0.026709999999999998,640
319,P1_zero_shot,gpt5,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,neutral,neutral,119,650,769,0.02719,640
320,P1_zero_shot,gpt5,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,neutral,neutral,60,202,262,0.00868,192
321,P1_zero_shot,gpt5,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,neutral,74,458,532,0.01906,448
322,P1_zero_shot,gpt5,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,contradiction,63,76,139,0.00367,64
323,P1_zero_shot,gpt5,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,neutral,neutral,69,266,335,0.01133,256
324,P1_zero_shot,gpt5,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,neutral,90,138,228,0.0064199999999999995,128
325,P1_zero_shot,gpt5,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,entailment,83,524,607,0.02179,512
326,P1_zero_shot,gpt5,matched,"No, don't answer.",Please respond.,fiction,contradiction,contradiction,contradiction,45,76,121,0.00349,64
327,P1_zero_shot,gpt5,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,neutral,neutral,56,202,258,0.00864,192
328,P1_zero_shot,gpt5,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,neutral,neutral,92,330,422,0.01412,320
329,P1_zero_shot,gpt5,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,neutral,63,330,393,0.01383,320
330,P1_zero_shot,gpt5,matched,uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,neutral,neutral,neutral,86,138,224,0.006379999999999999,128
331,P1_zero_shot,gpt5,matched,that they don't show local,The presumed channel shows local and abroad. ,telephone,contradiction,contradiction,contradiction,52,204,256,0.00868,192
332,P1_zero_shot,gpt5,matched,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,slate,entailment,entailment,entailment,55,76,131,0.0035900000000000003,64
333,P1_zero_shot,gpt5,matched,"It doesn't seem expensive--they use it in Bangladesh, after all.",It's probably pretty cheap considering they have it in Bangladesh.,slate,entailment,neutral,neutral,62,714,776,0.029179999999999998,704
334,P1_zero_shot,gpt5,matched,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,fiction,neutral,neutral,neutral,79,138,217,0.00631,128
335,P1_zero_shot,gpt5,matched,pretty good newspaper uh-huh,I think this is a decent newspaper.,telephone,entailment,entailment,entailment,52,460,512,0.01892,448
