idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
113,P2_zero_shot_def,mismatched,"Boston Center TMU [Traffic Management Unit], we have a problem here.",Boston Center TMU [Traffic Management Unit]: all is clear and well.,nineeleven,contradiction,contradiction,contradiction,95,3,98,0.0002675
114,P2_zero_shot_def,mismatched,Dentistry has been a part of my life for as long as I can remember.,Dentistry has been in my life since I can remember.,letters,entailment,entailment,entailment,92,3,95,0.00026
115,P2_zero_shot_def,mismatched,"The environment, including the social environment, is available for children to interact with as they make sense of their experiences, but it does not determine the evolution of the child's mind.","In addition to their social environment, children also make sense of their experiences even when alone.",oup,neutral,entailment,entailment,118,3,121,0.000325
116,P2_zero_shot_def,mismatched,"Uh, so yeah, I took up a lot of her life and she read a lot of children's stories to me as a result of that, but I don't believe she read a lot for her own amusement.",I do not believe she read at all.,facetoface,contradiction,contradiction,contradiction,116,3,119,0.00032
117,P2_zero_shot_def,mismatched,.. Defication of humankind as supreme. ,Humankind is not supreme. ,verbatim,contradiction,contradiction,contradiction,82,3,85,0.000235
118,P2_zero_shot_def,mismatched,"I was asleep, but Luigi was awake, and he thought he detected a vague form nearing the bed.",The room was quiet the whole time with nothing unusual.,verbatim,contradiction,contradiction,contradiction,97,3,100,0.0002725
119,P2_zero_shot_def,mismatched,These are artists who are either emerging as leaders in their fields or who have already become well known.,These artists are famous in other fields as well.,letters,neutral,neutral,neutral,95,1,96,0.0002475
120,P2_zero_shot_def,mismatched,"I've not been able to corroborate this explanation, but I'll never forget it.","I corroborated this explanation, and will soon forget it.",verbatim,contradiction,contradiction,contradiction,93,3,96,0.0002625
121,P2_zero_shot_def,mismatched,Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,oup,contradiction,entailment,Entailment,99,3,102,0.0002775
122,P2_zero_shot_def,mismatched,"Whether clerical workers or executives, the majority confirmed the parental state of mind just  They complained of overly long workdays and frenetic home lives.",They did complain of workdays that were too long and a home life that was frenetic. ,oup,entailment,entailment,entailment,115,3,118,0.0003175
123,P2_zero_shot_def,mismatched,The space age began with the launch of Sputnik in October 1957.,In October 1957 the space age started after the launch of Sputnik.,letters,entailment,entailment,entailment,95,3,98,0.0002675
124,P2_zero_shot_def,mismatched,The idiom dressed to the nines could be from Middle English dressed to then eynes `dressed to the eyes.,The Middle English had a similar idiom.,verbatim,entailment,entailment,entailment,100,3,103,0.00028
125,P2_zero_shot_def,mismatched,The creation of a national highway system in the 1950s further fostered the development of mass retailing by opening vast new spaces in suburban malls.,The completion of national roads in the 50s helped the advancement of mass retailing.,oup,entailment,entailment,entailment,114,3,117,0.000315
126,P2_zero_shot_def,mismatched,We are most grateful for your support in whatever amount you can spare!,"Whatever you donate, we're thankful to receive it.",letters,entailment,entailment,entailment,89,3,92,0.0002525
127,P2_zero_shot_def,mismatched,'  Two plus ten equals twelve in any language.,Two plus ten is twenty in English,verbatim,contradiction,contradiction,contradiction,84,3,87,0.00024
128,P2_zero_shot_def,mismatched,The international environment for Bin Ladin's efforts was ideal.,The environment internationally for Bin Ladin's efforts was just right.,nineeleven,entailment,entailment,entailment,90,3,93,0.000255
129,P2_zero_shot_def,mismatched,"It seems silly to separate Gruy?¨re the cheese from Gruy?¨re the place in Switzerland whence it comes' indeed, the latter is not even an entry in the geographical sections of either dictionary.",The Gruy and the cheese and important to separate,verbatim,contradiction,contradiction,contradiction,120,3,123,0.00033
130,P2_zero_shot_def,mismatched,"The law school's 5,900 alumni are a distinguished group.","The 5,900 alumni of the law school have many accolades.",letters,neutral,neutral,neutral,92,1,93,0.00024
131,P2_zero_shot_def,mismatched,I'll pass that along over here.,I will pass any information along to relay the message as there are still other families looking for their loved one. ,nineeleven,neutral,neutral,neutral,95,1,96,0.0002475
132,P2_zero_shot_def,mismatched,So I liked that.,"I liked that, so what?",facetoface,neutral,neutral,neutral,77,1,78,0.0002025
133,P2_zero_shot_def,mismatched,"Um, well I know it was before I was five, probably, I know at least four and I'm sure she read to me before that.",I am certain that she read to me but I can't pinpoint the exact age. ,facetoface,entailment,entailment,entailment,111,3,114,0.0003075
134,P2_zero_shot_def,mismatched,"These capacities, in turn, ease the task of establishing an intersubjective connection, and that connection provides the platform for the creation of additional  zones,  enabling children to master complex, culturally adaptive skills.",These capacities make it easier for children to master more complex cultural skills.,oup,entailment,entailment,Entailment,121,3,124,0.0003325
135,P2_zero_shot_def,mismatched,I've read several of his books both fiction and non-fiction books.,I've never read any of his books. ,facetoface,contradiction,contradiction,contradiction,87,3,90,0.0002475
136,P2_zero_shot_def,mismatched,"Yet a tension exists between its desire to provide customers with a changing variety of apparel fashions and the need to increase its capacity to replenish a higher percentage of products, thereby taking advantage of its expertise in logistics.",It is hard to determine if old products should be filled or new products purchased.,oup,neutral,neutral,neutral,122,1,123,0.000315
137,P2_zero_shot_def,mismatched,My cousin's.,My cousin is over there.,facetoface,neutral,neutral,neutral,75,1,76,0.0001975
138,P2_zero_shot_def,mismatched,"If you have any questions, please feel free to give us a call at 638-3360.",Do not contact us if you have a question,letters,contradiction,contradiction,contradiction,96,3,99,0.00027
139,P2_zero_shot_def,mismatched,"As we prepare for all the events this fall, we are also looking into the future with the preparations for a new facility for the professional art school, administrative offices, faculty studios, a library and a contemporary gallery.",The preparations for the fall events include considerations of the future.,letters,entailment,entailment,entailment,120,3,123,0.00033
140,P2_zero_shot_def,mismatched,"At 10:02, the communicators in the shelter began receiving reports from the Secret Service of an inbound aircraft-presumably hijacked-heading toward Washington.",A hijacked airplane was headed toward Washington at 10 am.,nineeleven,entailment,neutral,neutral,109,1,110,0.0002825
141,P2_zero_shot_def,mismatched,A carpenter.,A basketball coach.,facetoface,contradiction,neutral,neutral,72,1,73,0.00019
142,P2_zero_shot_def,mismatched,"Campbell held that the ancient mythologies and religions are allegorical and that there was no real distinction between gods and goddesses, who were given sexual identity when in human form only to make them more meaningful.",Ancient mythologies are literal. ,verbatim,contradiction,contradiction,contradiction,114,3,117,0.000315
143,P2_zero_shot_def,mismatched,"We uh, we would run our safety drills at the elementary school.",We didn't typically go to the Elementary School.,facetoface,contradiction,contradiction,contradiction,88,3,91,0.00025
144,P2_zero_shot_def,mismatched,"Notice how, for the biological side of brain development to go forward, appropriate stimulation is essential while formation of neural connections is at its peak.",The biological side of brain development depends on neural connections being formed in utero.,oup,neutral,neutral,neutral,109,1,110,0.0002825
145,P2_zero_shot_def,mismatched,"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible.",Some families do not have the resources to provide a healthy environment.,letters,entailment,entailment,entailment,102,3,105,0.000285
146,P2_zero_shot_def,mismatched,"The flight had taken off just as American 11 was being hijacked, and at 8:42 the United 175 flight crew completed their report on a suspicious transmission overheard from another plane (which turned out to have been Flight 11) just after takeoff.",The aircrew knew that there was something suspicious.,nineeleven,entailment,entailment,entailment,130,3,133,0.000355
147,P2_zero_shot_def,mismatched,"I'll twist him, sir.",I'll turn him around in circles.,verbatim,neutral,neutral,neutral,78,1,79,0.000205
148,P2_zero_shot_def,mismatched,"Lower-level officials improvised-for example, the FAA's Boston Center bypassed the chain of command and directly contacted NEADS after the first hijacking.",The chain of command was circumvented when the FAA's Boston Center contacted NEADS directly.,nineeleven,entailment,entailment,entailment,113,3,116,0.0003125
149,P2_zero_shot_def,mismatched,"The reason, Robinson and Godbey suggest, is that our pace of life is faster.", Robinson and Godbey say our pace is fast compared to int he 1950's.,oup,neutral,neutral,neutral,104,1,105,0.00027
150,P2_zero_shot_def,mismatched,I cannot overemphasize the importance of your support.,I believe your support is negligible at best.,letters,contradiction,contradiction,contradiction,86,3,89,0.000245
151,P2_zero_shot_def,mismatched,I couldn't have done it.,Oh I could have done it if I wanted to.,facetoface,contradiction,contradiction,contradiction,82,3,85,0.000235
152,P2_zero_shot_def,mismatched,"It is a pivotal time in the life of a young girl-when small changes in her behavior, or the choices she makes, can affect her future.","If young girls get on the wrong track, only 10% return to a stable life style.",letters,neutral,neutral,neutral,116,1,117,0.0003
153,P2_zero_shot_def,mismatched,"This chapter also describes a new approach to production and sourcing strategies, one that balances traditional and short-cycle production lines.",This is the longest chapter in the entire book.,oup,neutral,neutral,neutral,98,1,99,0.000255
154,P2_zero_shot_def,mismatched,The Annual Appeal is one of two Girl Scout initiatives you will hear about in 1996.,There are no initiatives for 1996 from the Girl Scouts. ,letters,contradiction,contradiction,contradiction,98,3,101,0.000275
155,P2_zero_shot_def,mismatched,West side of Charlotte.,Charlotte's western side.,facetoface,entailment,entailment,entailment,75,3,78,0.0002175
156,P2_zero_shot_def,mismatched,"Leaving the British official who twice searched his luggage none the wiser, he managed by meticulous observation to memorize the principal features of the power loom well enough to produce his own version of it on his return to Boston.",He failed at retaining the information in his head but managed to build a rough prototype of the power loom anyway.,oup,contradiction,contradiction,contradiction,129,3,132,0.0003525
157,P2_zero_shot_def,mismatched,"Daddy's, daddy's a builder right?",Father is not a builder.,facetoface,contradiction,contradiction,contradiction,80,3,83,0.00023
158,P2_zero_shot_def,mismatched,Yet our roots go much deeper.,Yet our roots reach the deepest.,letters,neutral,neutral,neutral,79,1,80,0.0002075
159,P2_zero_shot_def,mismatched,Retail buyers of old grappled with this problem as they do today.,The same problem was faced by retail buyers in old times.,oup,entailment,entailment,entailment,91,3,94,0.0002575
160,P2_zero_shot_def,mismatched,An endowed chair will greatly benefit the IU School of Dentistry in recruiting and retaining outstanding faculty.,An endowed chair will help in recruiting as well as help us with our murder-suicide program. ,letters,neutral,contradiction,contradiction,103,3,106,0.0002875
161,P2_zero_shot_def,mismatched,It will provide the flexibility IUPUI needs that state appropriations cannot.,IUPUI has tried to get the appropriations from state before.,letters,neutral,neutral,neutral,94,1,95,0.000245
162,P2_zero_shot_def,mismatched,It scarcely needs pointing out that the British usage was not brought about by any sense of justice toward women but by the apparent fact that the people in Britain are not quite as uptight about usage as the Americans.,"The British did it out of a sense of justice, knowing women were being wronged. ",verbatim,contradiction,contradiction,contradiction,126,3,129,0.000345
163,P2_zero_shot_def,mismatched,"At first, children find it difficult to distinguish words and other mental symbols from the objects and actions to which they refer.",Children cannot always easily distinguish words and other mental symbols from objects and actions.,oup,entailment,entailment,entailment,104,3,107,0.00029
164,P2_zero_shot_def,mismatched,"At some point between 9:16 and 9:26, Barbara Olson called her husband, Ted Olson, the solicitor general of the United States.",Ted Olson has been solicitor general for 5 years.,nineeleven,neutral,neutral,neutral,107,1,108,0.0002775
165,P2_zero_shot_def,mismatched,"About this time, Card, the lead Secret Service agent, the President's military aide, and the pilot were conferring on a possible destination for Air Force One.",There were no plans to fly anywhere.,nineeleven,contradiction,contradiction,contradiction,106,3,109,0.000295
166,P2_zero_shot_def,mismatched,How was it going to high school in Charlotte?,What was going to high school in Charlotte like?,facetoface,entailment,entailment,entailment,85,3,88,0.0002424999999999
167,P2_zero_shot_def,mismatched,What I liked about it was that kids were special.,It was the only story I heard that let kids be special.,facetoface,neutral,neutral,neutral,89,1,90,0.0002324999999999
168,P2_zero_shot_def,mismatched,"That is, this is the last such request that will be penned from the Cavanaugh Hall address.",Every request you get from us from now until the end of time will be from Cavanaugh hall. ,letters,contradiction,contradiction,contradiction,106,3,109,0.000295
169,P2_zero_shot_def,mismatched,Do you think that's what it was?,"Is that what it was, you think?",facetoface,entailment,entailment,entailment,82,3,85,0.000235
170,P2_zero_shot_def,mismatched,Do you like riding your bike a lot?,Do you like to cycle a lot?,facetoface,entailment,entailment,entailment,82,3,85,0.000235
171,P2_zero_shot_def,mismatched,"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks).",Probably because ducks are called abolishinist zebras in Australia.,verbatim,neutral,contradiction,contradiction,131,3,134,0.0003575
172,P2_zero_shot_def,mismatched,It is not clear how the shootdown order was communicated within NORAD.,It is not clear how or why the shootdown order was communicated. ,nineeleven,neutral,neutral,neutral,95,1,96,0.0002475
173,P2_zero_shot_def,mismatched,Other parents use a repetitive style.,Other parents use a repetitive style of discipline. ,oup,neutral,neutral,neutral,82,1,83,0.000215
174,P2_zero_shot_def,mismatched,"Well, it wasn't light yet when the gunfire starts.","When the gunfire starts, it was not even light yet.",facetoface,entailment,entailment,entailment,90,3,93,0.000255
175,P2_zero_shot_def,mismatched,"bite the bullet If you visit a Revolutionary War battle site, like Fort Ticonderoga, you may see some gruesome artifacts in its museum'bullets with teeth marks in them.",The museum is an uplifting and happy place to visit.,verbatim,contradiction,contradiction,contradiction,114,3,117,0.000315
176,P2_zero_shot_def,mismatched,(I have often wondered why the publishers did not have the nerve to call themselves  F**k and Wagnalls. ,I thought Fuck and Wagnalls was a good name for the publishers.,verbatim,neutral,neutral,neutral,106,1,107,0.000275
177,P2_zero_shot_def,mismatched,"Nevertheless, they constituted a potential resource for al Qaeda.",The possibility remained that were were a resource to be used by al Qaeda.,nineeleven,entailment,entailment,entailment,91,3,94,0.0002575
178,P2_zero_shot_def,mismatched,"By the mid-1980s, a number of the most prestigious retailers were faltering, with some filing for bankruptcy or being acquired by other retailers.",A number of the most prestigious retailers were faltering because they closed their stores for daily siestas.,oup,neutral,neutral,neutral,116,1,117,0.0003
179,P2_zero_shot_def,mismatched,"Well, this story, and I must tell you, I haven't read this in The Bible, so I don't know if it's totally accurate, but I prefer to get it like  There was a huge crowd of people, and, um, Jesus decided that what he wanted to do was to, uh, entertain the little children.",In this Bible story Jesus asked the parents to keep the children still and quiet while he spoke to the adults.,facetoface,contradiction,neutral,neutral,153,1,154,0.0003925
180,P2_zero_shot_def,mismatched,"IUPUI envisions a complete and unified university campus, one that will become a model for public higher education for the nation's cities.",IUPUI is ranked as one of the best universities in the world.,letters,neutral,neutral,neutral,107,1,108,0.0002775
181,P2_zero_shot_def,mismatched,Please show your support and make a gift.,A gift would be greatly appreciated. ,letters,entailment,entailment,Entailment,82,3,85,0.000235
182,P2_zero_shot_def,mismatched,What how often.,How often did you have sex with him.,facetoface,neutral,neutral,neutral,78,1,79,0.000205
183,P2_zero_shot_def,mismatched,"A guy with a bottle-shaped brown paper bag, damp and wrinkled at its upper end, has almost certainly been slugging down a sweet wine of high proof, and the odds are pretty good you would find it is a muscadoodle .  After the guy finishes his Napa Valley smoke and has slept it off, he is looking for the means to get another muscat fix.",A guy has nothing in his hands.,verbatim,contradiction,contradiction,contradiction,151,3,154,0.0004075
184,P2_zero_shot_def,mismatched,"Ah, we heard a suspicious transmission on our departure out of Boston, ah, with someone, ah, it sounded like someone keyed the mikes and said ah everyone ah stay in your seats.",There was nothing out of the ordinary about the transmissions that we received that day.,nineeleven,contradiction,contradiction,contradiction,120,3,123,0.00033
185,P2_zero_shot_def,mismatched,"She has a cut, see?",She injured herself in the kitchen.,oup,neutral,neutral,neutral,79,1,80,0.0002075
186,P2_zero_shot_def,mismatched,President Reagan quickly withdrew U.S. forces from Lebanon-a reversal later routinely cited by jihadists as evidence of U.S. weakness.,Reagan moving the US military out of Lebanon in response to attacks there is sometimes cited by terrorists as proof of US weakness.,nineeleven,entailment,entailment,entailment,115,3,118,0.0003175
187,P2_zero_shot_def,mismatched,Saudi Arabia and the United States supplied billions of dollars worth of secret assistance to rebel groups in Afghanistan fighting the Soviet occupation.,The Soviet occupation of Afghanistan was not accepted by the United States and Saudi Arabia.,nineeleven,entailment,entailment,entailment,105,3,108,0.0002925
188,P2_zero_shot_def,mismatched,Return the completed card with your check by October 15 to receive an invitation to a special artist dinner on November 8.,Sent the check by November 28th and you will receive a special letter.,letters,contradiction,contradiction,contradiction,106,3,109,0.000295
189,P2_zero_shot_def,mismatched,We are the only statewide not-for-profit organization whose primary mission is child abuse prevention.,It is harder to run a not-for-profit organization than an organization who makes a profit.,letters,neutral,neutral,neutral,100,1,101,0.00026
190,P2_zero_shot_def,mismatched,How do they feel about your being a Theater major?,Do they support your decision to change majors?,facetoface,neutral,neutral,neutral,85,1,86,0.0002225
191,P2_zero_shot_def,mismatched,"Walked through her bedroom around 6:30, seven o'clock in the morning you know.",I watched her sleep in her room the whole night.,facetoface,contradiction,contradiction,contradiction,96,3,99,0.00027
192,P2_zero_shot_def,mismatched,"IUPUI's goals for the 1990s, in the context of Indiana University's statewide plans, call for improving undergraduate education, enhancing relationships with the community , and strengthening research that will stimulate Indiana's economic growth.",One of IUPUI's goals is to stimulate economic growth of Indiana.,letters,entailment,entailment,entailment,124,3,127,0.00034
193,P2_zero_shot_def,mismatched,"And so, uh, those things come about through the work of reading rather than through listening to some person on the street corner or, uh, gazing on TV.","Reading is greater than watching television, it makes you smarter.",facetoface,neutral,neutral,neutral,111,1,112,0.0002875
194,P2_zero_shot_def,mismatched,The impact of these projects will be accelerated by an economic development initiative launched this year which will enable new and existing businesses to flourish in this neighborhood.,The impact of the projects will be sped up by an economic development initiative that we launched to help local businesses.,letters,entailment,entailment,entailment,116,3,119,0.00032
195,P2_zero_shot_def,mismatched,"Instead, parents who warmly, but consistently and assertively, require their inhibited child to try new experiences and guide and support them in doing so actually reduce the child's physiological stress reactions, fostering a more adaptive style in the child.",Parents who require their kids to experience new things while still being kind towards them encourage their kids to be less adaptive.,oup,contradiction,contradiction,contradiction,133,3,136,0.0003625
196,P2_zero_shot_def,mismatched,"At last, he has found success in a job that he loves.","He has found success in a job that he loves, at last.",letters,entailment,entailment,entailment,93,3,96,0.0002625
197,P2_zero_shot_def,mismatched,Where in Charlotte?,Nowhere in Charlotte.,facetoface,contradiction,contradiction,contradiction,74,3,77,0.000215
198,P2_zero_shot_def,mismatched,It was all of those positive influences that I have to thank for opening my eyes to dentistry as a profession.,I have only myself to thank for getting into dentistry.,letters,contradiction,contradiction,contradiction,98,3,101,0.000275
199,P2_zero_shot_def,mismatched,Even the Scots are likely to give them more credit than that.,The Scots probably would venture to grant them more credit than that.,verbatim,entailment,entailment,entailment,91,3,94,0.0002575
200,P2_zero_shot_def,mismatched,"I like, uh, political non-fiction, and I've read The Making of the President series from 1960 on up.",I like to read political non-fiction to take a break from fiction.,facetoface,neutral,neutral,neutral,104,1,105,0.00027
201,P2_zero_shot_def,mismatched, We always had books lots of books.,We had a great many books.,facetoface,entailment,entailment,entailment,81,3,84,0.0002324999999999
202,P2_zero_shot_def,mismatched,"In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free.",Nordstrom ran ads in the newspaper for help with pest control during the 1980s.,oup,contradiction,contradiction,contradiction,152,3,155,0.00041
203,P2_zero_shot_def,mismatched,"By now, you should have received registration materials for the Fall Alumni Dental Conference.",You should have received the Fall Alumni Dental Conference registration materials by now.,letters,entailment,entailment,entailment,95,3,98,0.0002675
204,P2_zero_shot_def,mismatched,But the implication that OLWs are new'just because they now appear routinely in comic strips and on television'is misguided.,The implication that OLWs are new isn't a misguided judgement.,verbatim,contradiction,contradiction,contradiction,101,3,104,0.0002825
205,P2_zero_shot_def,mismatched,"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.","In my dad's story, the young girl didn't live with her parents. ",facetoface,entailment,entailment,entailment,121,3,124,0.0003325
206,P2_zero_shot_def,mismatched,"There seems little point in going any further, except to say that this is the  Revised Edition ; one shudders to think of what might have been in the first edition.",There isn't a point in continuing on because it's a stupid book.,verbatim,neutral,neutral,neutral,114,1,115,0.000295
207,P2_zero_shot_def,mismatched,"The business grew and eventually, he was helping thousands nationwide.",Without his company growing he wouldn't be able to reach as many people. ,letters,neutral,entailment,entailment,92,3,95,0.00026
208,P2_zero_shot_def,mismatched,television viewing.,Watching TV.,oup,entailment,entailment,entailment,71,3,74,0.0002075
209,P2_zero_shot_def,mismatched,"In contrast, children who regarded their teachers as unsupportive were more likely to disengage, stop trying, and show declines in achievement.","By contrast, the children who regarded their teachers as unsupportive were more likely to disengage.",oup,entailment,entailment,entailment,113,3,116,0.0003125
210,P2_zero_shot_def,mismatched,Did he ever tell you any other stories?,Were there other stories he told you?,facetoface,entailment,entailment,entailment,82,3,85,0.000235
211,P2_zero_shot_def,mismatched,Yet the income gap in free time is not large; financially well-o individuals average only 2 to 4 hours a week less free time than do their less economically advantaged counterparts.,Richer folk only had an average of about 2-4 fewer hours of free time per week in comparison to less well off people. ,oup,entailment,entailment,entailment,131,3,134,0.0003575
212,P2_zero_shot_def,mismatched,"It has been a busy time, for we have an ambitious agenda for growth and development.",Our agenda to expand and develop has made it a busy time.,letters,entailment,entailment,entailment,96,3,99,0.00027
213,P2_zero_shot_def,mismatched,"What was, well you clearly remember this story, but once you got a little older and could remember a little better, what would you say some of your favorite stories and books were, as a child growing up?",What books and stories did you like as a child?,facetoface,entailment,entailment,entailment,119,3,122,0.0003275
214,P2_zero_shot_def,mismatched,"In Charles McGregor's words, a dictionary that says  a lot about a little  and one that says  a little about a lot  can end up roughly the same size.",Just because something is wordy does not mean it contains a lot of useful information.,verbatim,entailment,neutral,neutral,119,1,120,0.0003075
215,P2_zero_shot_def,mismatched,"Where, where are you working now?",In what location are you now working? ,facetoface,entailment,entailment,entailment,82,3,85,0.000235
216,P2_zero_shot_def,mismatched,"As Damon's message suggests, in building an eective vision of child development and child rearing, neither the child's inner thoughts and feelings nor the role of adult guidance can be singularly extolled or wholeheartedly ignored.","According to Damon, both the child's inner thoughts and feeling should be ignored.",oup,contradiction,contradiction,contradiction,124,3,127,0.00034
217,P2_zero_shot_def,mismatched,"she said, I mean, a huge group!",She said there was a humongous group!,facetoface,entailment,entailment,entailment,85,3,88,0.0002424999999999
218,P2_zero_shot_def,mismatched,"However, when I highlighted antecedent , what appeared on the screen was the same list of synonyms but with antecedent missing, and preceding had reappeared.",I found no synonyms for antecedent.,verbatim,contradiction,contradiction,contradiction,105,3,108,0.0002925
219,P2_zero_shot_def,mismatched,"As a donor to the School of Dentistry, you are making a significant investment in dental education in Indiana.",Your donation doesn't help at all and the future of the dental school is ruined. ,letters,contradiction,contradiction,contradiction,103,3,106,0.0002875
220,P2_zero_shot_def,mismatched,Putting another ply on top the same way creates an additional problem.,Placing another ply on top is the next step of the process and so it can't be avoided.,oup,neutral,contradiction,contradiction,98,3,101,0.000275
221,P2_zero_shot_def,mismatched,"These processes are often reinforced with such comments from parents and teachers as,  You'll never get anywhere nowadays without a college education. ","Parents and teachers often make comments that ""You can go anywhere if you are manipulative enough"".",verbatim,contradiction,neutral,neutral,110,1,111,0.000285
222,P2_zero_shot_def,mismatched,"As the explorer Ernest Giles put it, the explorer's experience is a  baptism worse than that of fire'the baptism of no water. ",Giles said an explorer's experience is like a funeral.,verbatim,contradiction,contradiction,contradiction,105,3,108,0.0002925
223,P2_zero_shot_def,mismatched,"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please.",Sophie's teddy bear and leprechaun will be exhausted on some nights.,oup,entailment,neutral,neutral,103,1,104,0.0002675
224,P2_zero_shot_def,mismatched,It suggests that many parents who feel overwhelmed by life's demands ought to be able to free up more time for their children'the first step toward high-quality child rearing.,Many parents who are overwhelmed can free up more time to make their parenting better.,oup,entailment,entailment,entailment,115,3,118,0.0003175
225,P2_zero_shot_def,mismatched,"I thought that was surely the first time I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record.",I thought it was the first time I'd seen such an error.,verbatim,entailment,entailment,entailment,114,3,117,0.000315
226,P2_zero_shot_def,mismatched,The knitting machine produces cloth as the loom does but uses a different method.,The loom and knitting machine both can make cloth.,oup,entailment,entailment,entailment,90,3,93,0.000255
227,P2_zero_shot_def,mismatched,"It is the one that goes,  Dah!",It's the one that doesn't make any noise.,verbatim,contradiction,contradiction,contradiction,84,3,87,0.00024
228,P2_zero_shot_def,mismatched,"American also began getting identifications of the hijackers, as Ong and then Sweeney passed on some of the seat numbers of those who had gained unauthorized access to the cockpit.",The hijackers had planned the attack before the night.,nineeleven,neutral,neutral,neutral,111,1,112,0.0002875
229,P2_zero_shot_def,mismatched,"Well, thank you for being part of this study",Thank you for taking part in this study.,facetoface,entailment,entailment,entailment,85,3,88,0.0002424999999999
230,P2_zero_shot_def,mismatched,"As early as 1 1/2 to 2 years, children begin to talk about the past, guided by adults who prompt them and expand on their fragmented recollections.","Even when prompted by adults who are guiding them, children will never talk about the past. ",oup,contradiction,contradiction,contradiction,120,3,123,0.00033
231,P2_zero_shot_def,mismatched,"As we come to a close of our fiscal year, would you please help us again?","We're close to the end of the fiscal year, will you help?",letters,entailment,entailment,entailment,97,3,100,0.0002725
232,P2_zero_shot_def,mismatched,"He was defeated by the alerted, unarmed passengers of United 93.",The passengers knocked the man unconscious.,nineeleven,neutral,neutral,neutral,87,1,88,0.0002275
233,P2_zero_shot_def,mismatched," Allows children to learn, play, and develop friendships during their summer and holiday vacations.",Focuses predominately on providing educational materials and toys for children to use at home. ,letters,neutral,neutral,neutral,101,1,102,0.0002625
234,P2_zero_shot_def,mismatched,I'm from New York.,I'm from Texas.,letters,contradiction,contradiction,contradiction,74,3,77,0.000215
235,P2_zero_shot_def,mismatched,Other flight attendants were busy at duties such as getting medical supplies while Ong and Sweeney were reporting the events.,There were flight attendants who were obtaining medical supplies.,nineeleven,entailment,entailment,entailment,97,3,100,0.0002725
236,P2_zero_shot_def,mismatched,"At 8:21, American 11 turned off its transponder, immediately degrading the information available about the aircraft.",American 11 turned off its transponder at 8:21 AM immediately degrading any available information about the location or wellbeing of the aircraft.,nineeleven,entailment,entailment,entailment,117,3,120,0.0003225
237,P2_zero_shot_def,mismatched,"24,000 community volunteers pick up 2 million pounds of litter, plant 1,200 trees and paint 50 homes for the poor and elderly.",The community volunteers also hold a monthly charity drive for nature preservation. ,letters,neutral,neutral,neutral,111,1,112,0.0002875
238,P2_zero_shot_def,mismatched,What do you do for that?,What do you do?,facetoface,entailment,neutral,neutral,77,1,78,0.0002025
239,P2_zero_shot_def,mismatched,"And, as one would expect, the higher the variation in week-to-week demand, the more inventory a manufacturer must hold to meet a retailer's high service expectations.",Manufacturers dislike having to hold more inventory than necessary for retailers.,oup,neutral,neutral,neutral,110,1,111,0.000285
240,P2_zero_shot_def,mismatched,Information systems at apparel factories were primitive.,The latest technology can be found in the information systems at apparel factories.,oup,contradiction,contradiction,contradiction,87,3,90,0.0002475
241,P2_zero_shot_def,mismatched,"Unlike the earlier flights, the Flight 77 hijackers were reported by a passenger to have box cutters.",There was a report that hijackers on one of the flights had box cutters.,nineeleven,entailment,entailment,entailment,102,3,105,0.000285
242,P2_zero_shot_def,mismatched,"Increased rates of product introduction, product proliferation, and shortened product cycles mean that companies have to respond much faster to rapidly changing markets.","Increased production rates, proliferation, and shortened product cycles mean companies need to respond quickly to rapidly changing markets.",oup,entailment,entailment,entailment,112,3,115,0.00031
243,P2_zero_shot_def,mismatched,"We learned all of those and the fairy tales, the classics, she read all of those to us.",She never read to us.,facetoface,contradiction,contradiction,contradiction,92,3,95,0.00026
244,P2_zero_shot_def,mismatched,Please remain quiet.,Make as much noise as you can!,nineeleven,contradiction,contradiction,contradiction,77,3,80,0.0002225
245,P2_zero_shot_def,mismatched,"In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively.",Effective scaffolding is best achieved without communication.,oup,contradiction,contradiction,contradiction,104,3,107,0.00029
246,P2_zero_shot_def,mismatched,"To many, it is significant that the privilege of naming, granted to Adam, was denied to Eve.",Many people are angry that Eve was denied the privilege of naming.,verbatim,neutral,neutral,neutral,99,1,100,0.0002575
