idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
179,v5_ensemble_gate,matched,"Hold hard, said Tommy.","""Don't hold at all!"" was Tommy's only message.",fiction,contradiction,contradiction,ensemble,0.9999266862869264,contradiction|contradiction|contradiction,0,0.0
180,v5_ensemble_gate,matched,"The traditional opening time for many hotels is the Orthodox Easter, although some do not open until the end of April.",The hotels open on March 13th.,travel,neutral,contradiction,ensemble,0.9053016503651936,contradiction|contradiction|contradiction,0,0.0
181,v5_ensemble_gate,matched,"The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday (with audio-visual shows in the afternoon), and on Saturday mornings.","The museum is not open on Sunday, either in the morning or the afternoon.",travel,entailment,unknown,api,0.9238890409469604,neutral|entailment|neutral,335,0.0030749999999999996
182,v5_ensemble_gate,matched,"Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption.",The American public is still very unaware of the health risks of inhaling small particles.,government,contradiction,contradiction,ensemble,0.9999323685963948,contradiction|contradiction|contradiction,0,0.0
183,v5_ensemble_gate,matched,Why shouldn't he be? ,There is no reason he shouldn't be.,fiction,entailment,entailment,api,0.8349951108296713,entailment|neutral|contradiction,232,0.001
184,v5_ensemble_gate,matched,maybe adult literacy maybe you know composition writing maybe you know uh volunteering you know on a tutor line or though the even through the elementary schools for help with homework or the other part of me says is God i've had enough kids  do i really,I don't know if I really want to put in more effort volunteering since I've already gone through that with my children,telephone,neutral,unknown,api,0.977264642715454,neutral|entailment|entailment,354,0.00317
185,v5_ensemble_gate,matched,The Office of Information and Regulatory Affairs of OMB approved the,The motion was quickly approve because everyone thought it was amazing.,government,neutral,neutral,ensemble,0.99972935517629,neutral|neutral|neutral,0,0.0
186,v5_ensemble_gate,matched,He argued that these governors shared the congressional Republican agenda enshrined in the 1994 Contract With America.,The speaker agrees with the governors,slate,contradiction,neutral,api,0.8898017009099325,contradiction|neutral|neutral,256,0.0011275
187,v5_ensemble_gate,matched,Perhaps tax reform doesn't appeal to the new spiritualized side of Bradley.,Bradley is a pastor now.,slate,neutral,neutral,ensemble,0.9980998039245604,neutral|neutral|neutral,0,0.0
188,v5_ensemble_gate,matched,uh wasn't that Jane Eyre no he wrote Jane Eyre too,Was it Jane Eyre or not?,telephone,entailment,entailment,ensemble,0.9809308449427286,entailment|entailment|entailment,0,0.0
189,v5_ensemble_gate,matched,and they have a bar also which is always crowded as can be  but it's it's an specially fine restaurant and when you consider they take no plastic or checks,"They have a bar, which is always empty.",telephone,contradiction,contradiction,ensemble,0.9998635053634644,contradiction|contradiction|contradiction,0,0.0
190,v5_ensemble_gate,matched,The arts also flourished in India during these early times.,The arts languished during those early days.,travel,contradiction,contradiction,ensemble,0.9998953938484192,contradiction|contradiction|contradiction,0,0.0
191,v5_ensemble_gate,matched,"Say, man, don't you know you've been given up for dead? ",He died of starvation after being left in the desert by his group of friends.,fiction,neutral,neutral,ensemble,0.9995589057604471,neutral|neutral|neutral,0,0.0
192,v5_ensemble_gate,matched,"It can be done, he said at last. ",It is possible. ,fiction,entailment,entailment,ensemble,0.9898170630137124,entailment|entailment|entailment,0,0.0
193,v5_ensemble_gate,matched,"Perhaps all we can say of great acting is that it involves assimilation rather than accumulation, that the performer isn't so much a surrogate as a vessel.",Great actors can assimilate themselves into their roles.,slate,entailment,entailment,ensemble,0.981704831123352,entailment|entailment|entailment,0,0.0
194,v5_ensemble_gate,matched,"Straightened out for a while, Humayun came back in 1555 with his Persian army to recapture the Punjab, Delhi, and Agra, but the next year his opium habit caused his death (see page 64).","Straightened out for a bit, Humayun came back in 1555 with his army to recapture the provinces, but was stopped by an opium addiction.",travel,entailment,entailment,ensemble,0.9841595689455668,entailment|entailment|entailment,0,0.0
195,v5_ensemble_gate,matched,Scutari is traditionally associated with the name of Florence Nightingale.,There is no association between Florence Nightingale and Scutari.,travel,contradiction,contradiction,ensemble,0.9998773535092672,contradiction|contradiction|contradiction,0,0.0
196,v5_ensemble_gate,matched,"North of Mytilini, stop at the village of Moria, where you will find the remains of a huge Roman aqueduct surrounded by grazing goats.",The village of Moria contains the ruins of a massive Roman aqueduct.,travel,entailment,entailment,ensemble,0.9987648328145344,entailment|entailment|entailment,0,0.0
197,v5_ensemble_gate,matched,"NIPA had already recognized mineral exploration as investment, and in 1996, NIPA reclassified government purchases of plant and equipment as investment.","NIPA said mineral exploration is an investment, especially oil and gas.",government,neutral,neutral,ensemble,0.9995403289794922,neutral|neutral|neutral,0,0.0
198,v5_ensemble_gate,matched,"32 Under the RSA proposal, a worker between the ages of 25 and 60 with family earnings of at least $5,000 could contribute up to $1,000 annually through either an employer-sponsored saving plan or a tax-deferred individual account.","Most workers could contribute up to $1,000 each year.",government,entailment,neutral,ensemble,0.9809966484705608,neutral|neutral|neutral,0,0.0
199,v5_ensemble_gate,matched,The following are examples of how agencies engaged employee unions.,The following are examples of how agencies can eradicate employee unions.,government,contradiction,contradiction,ensemble,0.9995824297269186,contradiction|contradiction|contradiction,0,0.0
200,v5_ensemble_gate,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He never wanted any attention and kept to himself all the time.,slate,contradiction,contradiction,ensemble,0.9999646345774332,contradiction|contradiction|contradiction,0,0.0
201,v5_ensemble_gate,matched,exactly and when i'm sitting here on the sofa cross-stitching and all of a sudden somebody a man's got their hand on my door knob it's like uh like oh no and so i don't i don't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or,I don't ever sit on my sofa and do cross-stitch. ,telephone,contradiction,contradiction,ensemble,0.9997817476590476,contradiction|contradiction|contradiction,0,0.0
202,v5_ensemble_gate,matched,It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites.,It can entail prospective and retrospective designs.,government,entailment,entailment,ensemble,0.997060477733612,entailment|entailment|entailment,0,0.0
203,v5_ensemble_gate,matched,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam,Your foundation is being beamed away.,telephone,contradiction,neutral,api,0.935200572013855,neutral|contradiction|contradiction,292,0.00277
204,v5_ensemble_gate,matched,The Washington Post called it the culmination of a six-month game of political chicken.,It has been called by the Washington Post as a beautiful situation.,slate,contradiction,contradiction,ensemble,0.9966193238894144,contradiction|contradiction|contradiction,0,0.0
205,v5_ensemble_gate,matched,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.",General economic trends would have to be considered by a case study on job training effectiveness.,government,entailment,entailment,ensemble,0.998619298140208,entailment|entailment|entailment,0,0.0
206,v5_ensemble_gate,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes was more judicious than yours.,fiction,entailment,entailment,ensemble,0.8268821835517883,entailment|entailment|entailment,0,0.0
207,v5_ensemble_gate,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,telephone,neutral,neutral,ensemble,0.999575893084208,neutral|neutral|neutral,0,0.0
208,v5_ensemble_gate,matched,"Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.",There isn't enough room for an airport on the island.,travel,neutral,neutral,ensemble,0.9975347320238748,neutral|neutral|neutral,0,0.0
209,v5_ensemble_gate,matched,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers offer employees benefits in return for information.,government,neutral,neutral,ensemble,0.9989197651545206,neutral|neutral|neutral,0,0.0
210,v5_ensemble_gate,matched,Some rooms have balconies.,Some rooms have balconies off of them.,travel,entailment,entailment,ensemble,0.9369414250055949,entailment|entailment|entailment,0,0.0
211,v5_ensemble_gate,matched,"No, John, I said, ""it isn't one of us. ",I told John it was not one of us.,fiction,entailment,entailment,ensemble,0.99875940879186,entailment|entailment|entailment,0,0.0
212,v5_ensemble_gate,matched,"These aliens may seek legal assistance at any time during the year, although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation.",These immigrants often need legal assistance.,government,entailment,neutral,ensemble,0.9573191006978352,neutral|neutral|neutral,0,0.0
213,v5_ensemble_gate,matched,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.",People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.,slate,entailment,neutral,ensemble,0.9980176289876302,neutral|neutral|neutral,0,0.0
214,v5_ensemble_gate,matched,The sacred is not mysterious to her.,The woman is very religious.,slate,neutral,neutral,ensemble,0.979945202668508,neutral|neutral|neutral,0,0.0
215,v5_ensemble_gate,matched,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.",The central porch was destroyed long ago.,travel,contradiction,contradiction,ensemble,0.9999173680941263,contradiction|contradiction|contradiction,0,0.0
216,v5_ensemble_gate,matched,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks have six shelters on their grounds.,telephone,entailment,entailment,ensemble,0.9965461293856304,entailment|entailment|entailment,0,0.0
217,v5_ensemble_gate,matched,"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.",fiction,neutral,neutral,ensemble,0.9992186029752096,neutral|neutral|neutral,0,0.0
218,v5_ensemble_gate,matched,No. I guess I'm going too.,I guess I'm not going to come.,fiction,contradiction,contradiction,ensemble,0.999647339185079,contradiction|contradiction|contradiction,0,0.0
219,v5_ensemble_gate,matched,It's all right.,It is well and we will be on our way.,fiction,neutral,neutral,ensemble,0.9991315205891927,neutral|neutral|neutral,0,0.0
220,v5_ensemble_gate,matched,i ripped the ligaments in my right ankle,i tore the ligaments in my right ankle,telephone,entailment,entailment,ensemble,0.9985785682996114,entailment|entailment|entailment,0,0.0
221,v5_ensemble_gate,matched,yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,neutral,neutral,ensemble,0.963833510875702,neutral|neutral|neutral,0,0.0
222,v5_ensemble_gate,matched,The way we try to approach it is to identify every legal problem that a client has.,Identifying every legal problem makes it easier to help the client.,government,neutral,neutral,ensemble,0.9983296990394592,neutral|neutral|neutral,0,0.0
223,v5_ensemble_gate,matched,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",George meikle Kemp was inspired by Melrose abbey. ,travel,entailment,entailment,ensemble,0.9942065477371216,entailment|entailment|entailment,0,0.0
224,v5_ensemble_gate,matched,cook and then the next time it would be my turn and i'd try to outdo him and then he'd try to outdo me and  we we was really a lot of fun and,"I would cook and he never would, it always turned out to be a chore. ",telephone,contradiction,contradiction,ensemble,0.9999128977457682,contradiction|contradiction|contradiction,0,0.0
225,v5_ensemble_gate,matched,okay what types of music do you like to listen to,"You hate music, don't you? ",telephone,contradiction,contradiction,ensemble,0.9999388456344604,contradiction|contradiction|contradiction,0,0.0
226,v5_ensemble_gate,matched,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,slate,contradiction,contradiction,ensemble,0.9986207882563272,contradiction|contradiction|contradiction,0,0.0
227,v5_ensemble_gate,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can do it by yourself no problem.,telephone,neutral,neutral,api,0.8849936723709106,contradiction|neutral|contradiction,344,0.0031
228,v5_ensemble_gate,matched,She's very tired.,She is very tired from her long day.,fiction,neutral,neutral,ensemble,0.9994120200475056,neutral|neutral|neutral,0,0.0
229,v5_ensemble_gate,matched,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.",The only way for Assad to take care of the trouble is for him to die. ,slate,contradiction,contradiction,ensemble,0.99985804160436,contradiction|contradiction|contradiction,0,0.0
230,v5_ensemble_gate,matched,what does um is Robby Robin Williams does he have a funny part in the movie or is,Is Robin Williams in the movie?,telephone,neutral,entailment,api,0.9490938584009806,entailment|entailment|contradiction,261,0.0011925
231,v5_ensemble_gate,matched,"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is no bookshop in the area.,travel,contradiction,contradiction,ensemble,0.9999494552612304,contradiction|contradiction|contradiction,0,0.0
232,v5_ensemble_gate,matched,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,contradiction,contradiction,ensemble,0.999915599822998,contradiction|contradiction|contradiction,0,0.0
233,v5_ensemble_gate,matched,"Eh! Monsieur Lawrence, called Poirot. ",Poirot called upon Monsieur Lawrence.,fiction,entailment,entailment,ensemble,0.998373051484426,entailment|entailment|entailment,0,0.0
234,v5_ensemble_gate,matched,"If all else failed, I could always make myself an exhibit.",There are major downsides to making myself an exhibit. ,fiction,neutral,neutral,ensemble,0.995193898677826,neutral|neutral|neutral,0,0.0
235,v5_ensemble_gate,matched,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,government,neutral,neutral,ensemble,0.9926003217697144,neutral|neutral|neutral,0,0.0
236,v5_ensemble_gate,matched,Weicker has yet to declare his intentions.,Weicker has only the very best of intentions.,slate,neutral,neutral,ensemble,0.9701896905899048,neutral|neutral|neutral,0,0.0
237,v5_ensemble_gate,matched,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,telephone,contradiction,contradiction,ensemble,0.9999038577079772,contradiction|contradiction|contradiction,0,0.0
238,v5_ensemble_gate,matched,"Even the most aged and infirm travel here to die, for nothing is more blessed for a devout Hindu than to die in the great waters of the Varanasi and thus be released from the eternal cycle of rebirth.",There is nothing special to Hindus about the water of the Varanasi.,travel,contradiction,contradiction,ensemble,0.9994004766146342,contradiction|contradiction|contradiction,0,0.0
239,v5_ensemble_gate,matched,but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend,We still won't be able to mow for a couple of weeks.,telephone,contradiction,contradiction,ensemble,0.9995749394098916,contradiction|contradiction|contradiction,0,0.0
240,v5_ensemble_gate,matched,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were driving in a blue Cadillac when they filed their final exams.,telephone,neutral,neutral,ensemble,0.9981960654258728,neutral|neutral|neutral,0,0.0
241,v5_ensemble_gate,matched,With him was the evil-looking Number 14.,Number 14 looked very innocent.,fiction,contradiction,contradiction,ensemble,0.9998480478922526,contradiction|contradiction|contradiction,0,0.0
242,v5_ensemble_gate,matched,This site includes a list of all award winners and a searchable database of Government Executive articles.,All of the award winners are listed on the site.,government,entailment,entailment,ensemble,0.997261126836141,entailment|entailment|entailment,0,0.0
243,v5_ensemble_gate,matched,"In the final rule, HCFA revised certain regulations pertaining to the costs of graduate medical education programs to conform to a recently enacted statute.","Regulations were revised by HCFA pertaining to the costs of graduate programs, because they neglected those programs.",government,neutral,neutral,ensemble,0.8970604141553243,neutral|neutral|neutral,0,0.0
244,v5_ensemble_gate,matched,GAO secures all information obtained during the course of its work.,The information is secured.,government,entailment,entailment,ensemble,0.9883392453193665,entailment|entailment|entailment,0,0.0
245,v5_ensemble_gate,matched,He also has a private practice.,He has private practices as well.,government,entailment,entailment,ensemble,0.9980841875076294,entailment|entailment|entailment,0,0.0
246,v5_ensemble_gate,matched,"Nonetheless, the rationality of service tiers remains.",Rationality of service tiers continues on.,government,entailment,entailment,ensemble,0.9967937270800272,entailment|entailment|entailment,0,0.0
247,v5_ensemble_gate,matched,"Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.",Design of military aircraft is one of the town's biggest industries.,travel,neutral,neutral,ensemble,0.9958463112513224,neutral|neutral|neutral,0,0.0
248,v5_ensemble_gate,matched,"This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.",The Sea of Galilee is full of saltwater. ,travel,contradiction,contradiction,ensemble,0.9999014735221864,contradiction|contradiction|contradiction,0,0.0
249,v5_ensemble_gate,matched,Loire Valley,A Lake in Loire.,travel,contradiction,neutral,api,0.9577173391977946,contradiction|contradiction|neutral,267,0.00262
250,v5_ensemble_gate,matched,i never managed to plan my departure right,I have all of my travel plans set.,telephone,contradiction,contradiction,ensemble,0.9998841484387716,contradiction|contradiction|contradiction,0,0.0
251,v5_ensemble_gate,matched,well yeah that really is scary,That is frightening.,telephone,entailment,entailment,ensemble,0.9976731141408284,entailment|entailment|entailment,0,0.0
252,v5_ensemble_gate,matched,He knew how the Simulacra was supposed to develop.,He knew how the Sim would change.,fiction,entailment,entailment,ensemble,0.9865952730178832,entailment|entailment|entailment,0,0.0
253,v5_ensemble_gate,matched,"Other advantages the Postal Service could retain relate to such things as the payment of taxes, the need for a return on investment, the right of eminent domain, and immunity from parking tickets.",The right of eminent domain is an advantage of the Postal Service.,government,entailment,entailment,ensemble,0.996835728486379,entailment|entailment|entailment,0,0.0
254,v5_ensemble_gate,matched,With dark eyes and eyelashes she would have been a beauty. ,"There was nothing that could be done to make her beautiful, not even darker eyes.",fiction,contradiction,contradiction,ensemble,0.9995192488034568,contradiction|contradiction|contradiction,0,0.0
255,v5_ensemble_gate,matched,That seems to make up for how he feels about what you did to the Voth.,He held his feelings about what happened to the Voth mostly inside. ,fiction,neutral,neutral,ensemble,0.9972821474075316,neutral|neutral|neutral,0,0.0
256,v5_ensemble_gate,matched,The younger girl ran screaming to her.,The young girl was scared. ,fiction,neutral,neutral,ensemble,0.962596595287323,neutral|neutral|neutral,0,0.0
257,v5_ensemble_gate,matched,uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,The only TV shows remaining will be on PBS,telephone,entailment,neutral,api,0.7090911467870077,entailment|entailment|neutral,284,0.002615
258,v5_ensemble_gate,matched,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",travel,neutral,neutral,ensemble,0.9996557235717772,neutral|neutral|neutral,0,0.0
259,v5_ensemble_gate,matched,"Sculpture and stone carving are perfectly modified to the harmonies of the design; the four columns at the corners are hollow to carry water off the roof, and the urns on roof are disguised chimneys.",The chimneys on the roof and entirely perceivable and not at all disguised. ,travel,contradiction,contradiction,ensemble,0.9998718500137328,contradiction|contradiction|contradiction,0,0.0
260,v5_ensemble_gate,matched,Are you sure?,Have you thought it through?,fiction,entailment,neutral,ensemble,0.9839624166488647,neutral|neutral|neutral,0,0.0
261,v5_ensemble_gate,matched,Trying Your Luck,Think carefully and calculate your way to a certain victory.,travel,neutral,neutral,api,0.9022996425628662,neutral|contradiction|contradiction,283,0.002745
262,v5_ensemble_gate,matched,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",Nobody is going to be to any nightclub ever. ,slate,contradiction,contradiction,ensemble,0.9999244610468546,contradiction|contradiction|contradiction,0,0.0
263,v5_ensemble_gate,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",Blue mountain National Park is preventing farmers from working there because the park already has farmers.,travel,neutral,neutral,api,0.942652702331543,contradiction|neutral|neutral,331,0.00299
264,v5_ensemble_gate,matched,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are easily mitigated.,government,neutral,contradiction,ensemble,0.9448638359705608,contradiction|contradiction|contradiction,0,0.0
265,v5_ensemble_gate,matched,36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).,Mercury control from power plants does not required AC.,government,contradiction,contradiction,ensemble,0.9996386170387268,contradiction|contradiction|contradiction,0,0.0
266,v5_ensemble_gate,matched,I am a lacto-vegetarian.,"I can consume lactose, but not meat.",slate,entailment,entailment,ensemble,0.9817139108975728,entailment|entailment|entailment,0,0.0
267,v5_ensemble_gate,matched,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",telephone,neutral,neutral,ensemble,0.9961753288904824,neutral|neutral|neutral,0,0.0
268,v5_ensemble_gate,matched,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,travel,neutral,contradiction,ensemble,0.9986815253893534,contradiction|contradiction|contradiction,0,0.0
269,v5_ensemble_gate,matched,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,neutral,neutral,ensemble,0.994153598944346,neutral|neutral|neutral,0,0.0
270,v5_ensemble_gate,matched,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,slate,neutral,neutral,ensemble,0.982799251874288,neutral|neutral|neutral,0,0.0
271,v5_ensemble_gate,matched,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I don't agree when you say that he didn't have as much support as Montana.,telephone,contradiction,contradiction,ensemble,0.9924248655637106,contradiction|contradiction|contradiction,0,0.0
272,v5_ensemble_gate,matched,She was alone at last with the president!,"At last, she has been alone with the president!",slate,entailment,entailment,ensemble,0.998380164305369,entailment|entailment|entailment,0,0.0
273,v5_ensemble_gate,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",Our ideas work really well together and do not clash.,slate,contradiction,contradiction,ensemble,0.9996136824289956,contradiction|contradiction|contradiction,0,0.0
274,v5_ensemble_gate,matched,Randy's Anecdotal Wrap-Up,Randy's Conclusions,slate,entailment,entailment,ensemble,0.9832101662953696,entailment|entailment|entailment,0,0.0
275,v5_ensemble_gate,matched,so that's that's one of your priorities there's got to be air has to be an automatic,Do not get a car if it has a broken air-conditioning system.,telephone,neutral,neutral,api,0.9023487567901612,contradiction|neutral|neutral,296,0.00279
276,v5_ensemble_gate,matched,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",travel,neutral,neutral,ensemble,0.9988383253415426,neutral|neutral|neutral,0,0.0
277,v5_ensemble_gate,matched,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",telephone,contradiction,contradiction,ensemble,0.9999285141626992,contradiction|contradiction|contradiction,0,0.0
278,v5_ensemble_gate,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times",travel,contradiction,neutral,ensemble,0.9162883559862772,neutral|neutral|neutral,0,0.0
279,v5_ensemble_gate,matched,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",Audits and evaluations are harder because it is more difficult for GAO to get the records.,government,entailment,entailment,ensemble,0.978685994942983,entailment|entailment|entailment,0,0.0
280,v5_ensemble_gate,matched,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","The double decker boats are all out of service, so they never leave the pier.",travel,contradiction,contradiction,ensemble,0.9998820821444192,contradiction|contradiction|contradiction,0,0.0
281,v5_ensemble_gate,matched,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Couples always put their retirement ahead of their kids.,slate,contradiction,neutral,api,0.981272280216217,contradiction|contradiction|neutral,316,0.00292
282,v5_ensemble_gate,matched,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,telephone,contradiction,contradiction,ensemble,0.982576290766398,contradiction|contradiction|contradiction,0,0.0
283,v5_ensemble_gate,matched,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,neutral,neutral,ensemble,0.9912002682685852,neutral|neutral|neutral,0,0.0
284,v5_ensemble_gate,matched,"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",The outlook on violence was not affected by The Wild Bunch.,slate,contradiction,contradiction,ensemble,0.9960835377375284,contradiction|contradiction|contradiction,0,0.0
285,v5_ensemble_gate,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,neutral,api,0.9648195306460062,entailment|neutral|neutral,313,0.00293
286,v5_ensemble_gate,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,neutral,ensemble,0.9988019267717996,neutral|neutral|neutral,0,0.0
287,v5_ensemble_gate,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,entailment,ensemble,0.9890225927035012,entailment|entailment|entailment,0,0.0
288,v5_ensemble_gate,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,ensemble,0.996558944384257,entailment|entailment|entailment,0,0.0
289,v5_ensemble_gate,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,ensemble,0.9969004988670348,neutral|neutral|neutral,0,0.0
290,v5_ensemble_gate,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,entailment,ensemble,0.9981525739034016,entailment|entailment|entailment,0,0.0
291,v5_ensemble_gate,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,ensemble,0.9973562757174174,entailment|entailment|entailment,0,0.0
292,v5_ensemble_gate,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,ensemble,0.9978509942690532,contradiction|contradiction|contradiction,0,0.0
293,v5_ensemble_gate,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,ensemble,0.9888860384623208,entailment|entailment|entailment,0,0.0
294,v5_ensemble_gate,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,ensemble,0.9998108148574828,contradiction|contradiction|contradiction,0,0.0
295,v5_ensemble_gate,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,contradiction,ensemble,0.9923105438550314,contradiction|contradiction|contradiction,0,0.0
