idx,hybrid,threshold,set,premise,hypothesis,genre,label_true,label_pred,source,enc_conf,tokens,cost_usd
222,v3_deberta_gpt4o_32shot,0.85,mismatched,"As the explorer Ernest Giles put it, the explorer's experience is a  baptism worse than that of fire'the baptism of no water. ",Giles said an explorer's experience is like a funeral.,verbatim,contradiction,neutral,encoder,0.9607780575752258,0,0.0
223,v3_deberta_gpt4o_32shot,0.85,mismatched,"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please.",Sophie's teddy bear and leprechaun will be exhausted on some nights.,oup,entailment,entailment,encoder,0.9815450310707092,0,0.0
224,v3_deberta_gpt4o_32shot,0.85,mismatched,It suggests that many parents who feel overwhelmed by life's demands ought to be able to free up more time for their children'the first step toward high-quality child rearing.,Many parents who are overwhelmed can free up more time to make their parenting better.,oup,entailment,entailment,encoder,0.984038770198822,0,0.0
225,v3_deberta_gpt4o_32shot,0.85,mismatched,"I thought that was surely the first time I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record.",I thought it was the first time I'd seen such an error.,verbatim,entailment,entailment,encoder,0.9980990290641784,0,0.0
226,v3_deberta_gpt4o_32shot,0.85,mismatched,The knitting machine produces cloth as the loom does but uses a different method.,The loom and knitting machine both can make cloth.,oup,entailment,entailment,encoder,0.9957505464553832,0,0.0
227,v3_deberta_gpt4o_32shot,0.85,mismatched,"It is the one that goes,  Dah!",It's the one that doesn't make any noise.,verbatim,contradiction,contradiction,encoder,0.9999561309814452,0,0.0
228,v3_deberta_gpt4o_32shot,0.85,mismatched,"American also began getting identifications of the hijackers, as Ong and then Sweeney passed on some of the seat numbers of those who had gained unauthorized access to the cockpit.",The hijackers had planned the attack before the night.,nineeleven,neutral,neutral,encoder,0.9995774626731871,0,0.0
229,v3_deberta_gpt4o_32shot,0.85,mismatched,"Well, thank you for being part of this study",Thank you for taking part in this study.,facetoface,entailment,entailment,encoder,0.9979363679885864,0,0.0
230,v3_deberta_gpt4o_32shot,0.85,mismatched,"As early as 1 1/2 to 2 years, children begin to talk about the past, guided by adults who prompt them and expand on their fragmented recollections.","Even when prompted by adults who are guiding them, children will never talk about the past. ",oup,contradiction,contradiction,encoder,0.9999576807022096,0,0.0
231,v3_deberta_gpt4o_32shot,0.85,mismatched,"As we come to a close of our fiscal year, would you please help us again?","We're close to the end of the fiscal year, will you help?",letters,entailment,entailment,encoder,0.9977102279663086,0,0.0
232,v3_deberta_gpt4o_32shot,0.85,mismatched,"He was defeated by the alerted, unarmed passengers of United 93.",The passengers knocked the man unconscious.,nineeleven,neutral,neutral,encoder,0.9996196031570436,0,0.0
233,v3_deberta_gpt4o_32shot,0.85,mismatched," Allows children to learn, play, and develop friendships during their summer and holiday vacations.",Focuses predominately on providing educational materials and toys for children to use at home. ,letters,neutral,neutral,encoder,0.9997126460075378,0,0.0
234,v3_deberta_gpt4o_32shot,0.85,mismatched,I'm from New York.,I'm from Texas.,letters,contradiction,contradiction,encoder,0.99994957447052,0,0.0
235,v3_deberta_gpt4o_32shot,0.85,mismatched,Other flight attendants were busy at duties such as getting medical supplies while Ong and Sweeney were reporting the events.,There were flight attendants who were obtaining medical supplies.,nineeleven,entailment,entailment,encoder,0.9984983205795288,0,0.0
236,v3_deberta_gpt4o_32shot,0.85,mismatched,"At 8:21, American 11 turned off its transponder, immediately degrading the information available about the aircraft.",American 11 turned off its transponder at 8:21 AM immediately degrading any available information about the location or wellbeing of the aircraft.,nineeleven,entailment,neutral,encoder,0.9894968271255492,0,0.0
237,v3_deberta_gpt4o_32shot,0.85,mismatched,"24,000 community volunteers pick up 2 million pounds of litter, plant 1,200 trees and paint 50 homes for the poor and elderly.",The community volunteers also hold a monthly charity drive for nature preservation. ,letters,neutral,neutral,encoder,0.9997690320014954,0,0.0
238,v3_deberta_gpt4o_32shot,0.85,mismatched,What do you do for that?,What do you do?,facetoface,entailment,entailment,encoder,0.9875675439834596,0,0.0
239,v3_deberta_gpt4o_32shot,0.85,mismatched,"And, as one would expect, the higher the variation in week-to-week demand, the more inventory a manufacturer must hold to meet a retailer's high service expectations.",Manufacturers dislike having to hold more inventory than necessary for retailers.,oup,neutral,neutral,encoder,0.9997169375419616,0,0.0
240,v3_deberta_gpt4o_32shot,0.85,mismatched,Information systems at apparel factories were primitive.,The latest technology can be found in the information systems at apparel factories.,oup,contradiction,contradiction,encoder,0.999914288520813,0,0.0
241,v3_deberta_gpt4o_32shot,0.85,mismatched,"Unlike the earlier flights, the Flight 77 hijackers were reported by a passenger to have box cutters.",There was a report that hijackers on one of the flights had box cutters.,nineeleven,entailment,entailment,encoder,0.9983489513397216,0,0.0
242,v3_deberta_gpt4o_32shot,0.85,mismatched,"Increased rates of product introduction, product proliferation, and shortened product cycles mean that companies have to respond much faster to rapidly changing markets.","Increased production rates, proliferation, and shortened product cycles mean companies need to respond quickly to rapidly changing markets.",oup,entailment,entailment,encoder,0.996856451034546,0,0.0
243,v3_deberta_gpt4o_32shot,0.85,mismatched,"We learned all of those and the fairy tales, the classics, she read all of those to us.",She never read to us.,facetoface,contradiction,contradiction,encoder,0.9999641180038452,0,0.0
244,v3_deberta_gpt4o_32shot,0.85,mismatched,Please remain quiet.,Make as much noise as you can!,nineeleven,contradiction,contradiction,encoder,0.999974250793457,0,0.0
245,v3_deberta_gpt4o_32shot,0.85,mismatched,"In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively.",Effective scaffolding is best achieved without communication.,oup,contradiction,contradiction,encoder,0.9995458722114564,0,0.0
246,v3_deberta_gpt4o_32shot,0.85,mismatched,"To many, it is significant that the privilege of naming, granted to Adam, was denied to Eve.",Many people are angry that Eve was denied the privilege of naming.,verbatim,neutral,neutral,encoder,0.9984102249145508,0,0.0
247,v3_deberta_gpt4o_32shot,0.85,mismatched,"The slang of one military generation passes on to the next, so the Marines who called the Koreans gooks in the '50s and the Vietnamese gooks in the '60s and '70s were the linguistic heirs of the Marines who called the Nicaraguans gooks in 1912.",All slang terms used by one military generation are completely abandoned by future military generations. ,verbatim,contradiction,contradiction,encoder,0.9999064207077026,0,0.0
248,v3_deberta_gpt4o_32shot,0.85,mismatched,"Work hard study balance your time, you know.",You need to have a good schedule to use your time effectively.,facetoface,neutral,neutral,encoder,0.9563430547714232,0,0.0
249,v3_deberta_gpt4o_32shot,0.85,mismatched,"Jarrah was in seat 1B, closest to the cockpit; Nami was in 3C, Ghamdi in 3D, and Haznawi in 6B.",Haznawi was seated closer to the cockpit than Jarrah.,nineeleven,contradiction,contradiction,encoder,0.9990493655204772,0,0.0
250,v3_deberta_gpt4o_32shot,0.85,mismatched,"We lived between, between the border of Honduras and El Salvador.",We resided about midway point between the border of Honduras and El Salvador. ,facetoface,neutral,entailment,encoder,0.9967930912971495,0,0.0
251,v3_deberta_gpt4o_32shot,0.85,mismatched,"We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000.","The fund has a market value of $750,000 because we invested heavily in a ponzi scheme.",letters,neutral,neutral,encoder,0.999434530735016,0,0.0
252,v3_deberta_gpt4o_32shot,0.85,mismatched,"Yeah, that's true.",That is correct and verifiable.,facetoface,entailment,neutral,encoder,0.993309736251831,0,0.0
253,v3_deberta_gpt4o_32shot,0.85,mismatched,"Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.",A solid inventory strategy is often indicative of a conservative risk management style.,oup,neutral,neutral,encoder,0.9857437014579772,0,0.0
254,v3_deberta_gpt4o_32shot,0.85,mismatched,Even on so small an island as Taiwan the Mandarin-speaking ex-mainlanders cannot converse with the Taiwanese-born majority who have not bothered to learn Mandarin.,Everyone who lives in Taiwan is able to speak Mandarin.,verbatim,contradiction,contradiction,encoder,0.9998631477355956,0,0.0
255,v3_deberta_gpt4o_32shot,0.85,mismatched,"Well, so many bullets, so many things.","You know what they say, so many things, so many bullets.",facetoface,neutral,entailment,encoder,0.9858143925666808,0,0.0
256,v3_deberta_gpt4o_32shot,0.85,mismatched,"She reported that the pilot had announced that the flight had been hijacked, and she asked her husband what she should tell the captain to do.",She said the pilot told them they'd been diverted because of the weather.,nineeleven,contradiction,contradiction,encoder,0.9990666508674622,0,0.0
257,v3_deberta_gpt4o_32shot,0.85,mismatched,"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.",His connections were all destroyed after they were angered.,nineeleven,entailment,entailment,encoder,0.9944146871566772,0,0.0
258,v3_deberta_gpt4o_32shot,0.85,mismatched,One of our volunteers will be contacting you soon.,One of our volunteers will be contacting you shortly after you submit your information. ,letters,neutral,neutral,encoder,0.9992795586586,0,0.0
259,v3_deberta_gpt4o_32shot,0.85,mismatched,This year I have been teaching introductory geology laboratories.,"It's been really challenging, but it's been fun working with students.",letters,neutral,neutral,encoder,0.9997637867927552,0,0.0
260,v3_deberta_gpt4o_32shot,0.85,mismatched,"In those days, people as a rule did not take much care of phonograph records.",People didn't take much care of phonograph records because they were so cheap.,verbatim,neutral,neutral,encoder,0.9997652173042296,0,0.0
261,v3_deberta_gpt4o_32shot,0.85,mismatched,"It was kind of, it's sort of, it seemed unfair to me to, um, to subject her to that, and plus, I mean, the schedule was just starting to take a toll on me as well, and you can only put in so many 80 hour weeks before you kind of break down from it.",You can only keep doing 80 weeks for so long before it wears you down.,facetoface,entailment,entailment,encoder,0.9975998997688292,0,0.0
262,v3_deberta_gpt4o_32shot,0.85,mismatched,"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks).",I really don't know. this was a confusing line.,verbatim,contradiction,neutral,encoder,0.9841140508651732,0,0.0
263,v3_deberta_gpt4o_32shot,0.85,mismatched,"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job.","If Wanda didn't have to work, she would finally be able to solve this problem.",letters,neutral,neutral,encoder,0.9996397495269777,0,0.0
264,v3_deberta_gpt4o_32shot,0.85,mismatched,"Obese is a compound of two Latin words, the prefix, ob - `over' + “dere"" eat.","The English word ""obese"" has its origins in Latin.",verbatim,entailment,entailment,encoder,0.9851733446121216,0,0.0
265,v3_deberta_gpt4o_32shot,0.85,mismatched,"We have relied on a mix of common sense, the sound of the name in Arabic, and common usage in source materials, the press, or government documents.",We have relied on a mix of multiple sources. ,nineeleven,entailment,entailment,encoder,0.9955514073371888,0,0.0
266,v3_deberta_gpt4o_32shot,0.85,mismatched,Here we will show how a decision tool can be used to make the transition from general intuition to specific decisions about (1) which products to make in each plant and (2) how to schedule the time and quantity of production for each product.,Here we are going to show how a decision tool can be useful in making the transition from intuition to specific decision.,oup,entailment,entailment,encoder,0.9981465339660645,0,0.0
267,v3_deberta_gpt4o_32shot,0.85,mismatched,"The recorder captured the sounds of loud thumps, crashes, shouts, and breaking glasses and plates.",There were many loud noises captured on the recorder.,nineeleven,entailment,entailment,encoder,0.9982218146324158,0,0.0
268,v3_deberta_gpt4o_32shot,0.85,mismatched,"The onomatoplazia of inflammable is so common that flammable , or even flamable is now commonly substituted, especially on trucks.",The onomatoplazia of inflammable is extremely rare these days.,verbatim,contradiction,contradiction,encoder,0.9999154806137084,0,0.0
269,v3_deberta_gpt4o_32shot,0.85,mismatched,"I said, Well you can use paint thinner or turpentine or gasoline.","And then I said, you could use paint thinner, turpentine, or gasoline if you wanted to.",facetoface,entailment,entailment,encoder,0.9808922410011292,0,0.0
270,v3_deberta_gpt4o_32shot,0.85,mismatched,"The School of Law in Indianapolis received nearly 1,300 applications to enroll its 1993 first-year class of 260 students.","The Indianapolis School of Law got almost 1,300 applications to enroll in the 260-student class in 1993.",letters,entailment,entailment,encoder,0.9984063506126404,0,0.0
271,v3_deberta_gpt4o_32shot,0.85,mismatched,"The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information.",The telegraph had more of a bearing on information than the railroad.,oup,neutral,neutral,encoder,0.999690055847168,0,0.0
272,v3_deberta_gpt4o_32shot,0.85,mismatched,English-types (like us) thrive in an environment that fosters dialogue.,English-types like us do poorly in a dialogue-rich environment.,letters,contradiction,contradiction,encoder,0.9997156262397766,0,0.0
273,v3_deberta_gpt4o_32shot,0.85,mismatched,"In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills.",SEND has renovated dozens of homes to sell at affordable prices.,letters,entailment,entailment,encoder,0.9979358911514282,0,0.0
274,v3_deberta_gpt4o_32shot,0.85,mismatched,"The following appears, in bold italics, on page 8:",Page 8 contains a page just full of drawings of cartoon characters.,verbatim,contradiction,neutral,encoder,0.9990777969360352,0,0.0
275,v3_deberta_gpt4o_32shot,0.85,mismatched,He searched along the plane's projected flight path and the airspace to the southwest where it had started to turn.,He looked along the projected flight plan.,nineeleven,entailment,entailment,encoder,0.9982813596725464,0,0.0
276,v3_deberta_gpt4o_32shot,0.85,mismatched,"That same while that I was there at my brother's, we went to look for, the people who owned land, to see if they would give me, pasture land for the animals.",While I was at my brother's place we looked for those that owned the land to see if we could use it for the animals.,facetoface,entailment,entailment,encoder,0.9982994198799132,0,0.0
277,v3_deberta_gpt4o_32shot,0.85,mismatched,"The hijackers had planned to take flights scheduled to depart at 7:45 (American 11), 8:00 (United 175 and United 93), and 8:10 (American 77).",The hijackers planned to take early flights.,nineeleven,entailment,entailment,encoder,0.9890043139457704,0,0.0
278,v3_deberta_gpt4o_32shot,0.85,mismatched,"Thus, in modern parlance, when a person goes off half cocked (or at half cock ), he or she is not in control of the situation.",Going of half cocked is always a good thing.,verbatim,contradiction,contradiction,encoder,0.9986194372177124,0,0.0
279,v3_deberta_gpt4o_32shot,0.85,mismatched,I am asking that you consider supporting our efforts once again this year with a similar gift.,"I don't care if you send a similar gift this year, we don't need your support.",letters,contradiction,contradiction,encoder,0.9999576807022096,0,0.0
280,v3_deberta_gpt4o_32shot,0.85,mismatched,"L uses a version of what I call the  Moo Goo Gai Pan  or  Ah-oo-gah  system, favored by newspapers because, though primitive, it is virtually  unlike the W system, which requires even a casual user to deal with distinctions between a ??, \?\, ?¤ and a\?",Many systems are named after food.,verbatim,neutral,neutral,encoder,0.9916252493858336,0,0.0
281,v3_deberta_gpt4o_32shot,0.85,mismatched,"Mr. Thomas B. Lemann points out that the transliteration of the opening quotation of  Onomatoplazia  [XV, 1] contains the following ",Onomatoplazia's original text is much more interesting than the transliteration.,verbatim,neutral,neutral,encoder,0.9982535243034364,0,0.0
282,v3_deberta_gpt4o_32shot,0.85,mismatched,"About 20 minutes later, at 7:35, another passenger for Flight 77, Hani Hanjour, placed two carry-on bags on the X-ray belt in the Main Terminal's west checkpoint, and proceeded, without alarm, through the metal detector.","While passing through the checkpoint, Hani set off several alarms.",nineeleven,contradiction,contradiction,encoder,0.9998040795326232,0,0.0
283,v3_deberta_gpt4o_32shot,0.85,mismatched,Cathedral provided us with a good education and a great foundation for our futures.,The cathedral is not our alma mater. ,letters,contradiction,contradiction,encoder,0.9904335737228394,0,0.0
284,v3_deberta_gpt4o_32shot,0.85,mismatched,"If my father bought it, it would have to be a Dodge.",My father is an avid car collector and loves driving.,facetoface,neutral,neutral,encoder,0.9993945360183716,0,0.0
285,v3_deberta_gpt4o_32shot,0.85,mismatched,"Today, Bodenheim's novel might be of interest to students of the English language because of its use of slang.",Bodenheim's novel makes an interesting use of slang.,verbatim,entailment,entailment,encoder,0.9831445217132568,0,0.0
286,v3_deberta_gpt4o_32shot,0.85,mismatched,Does parenting really matter?,It's unclear if parenting is really that important.,oup,entailment,entailment,encoder,0.99497652053833,0,0.0
287,v3_deberta_gpt4o_32shot,0.85,mismatched,"In the fall of 1993, another such delegation went to the Bekaa Valley in Lebanon for further training in explosives as well as in intelligence and security.",The same delegation returned to Lebanon the next year.,nineeleven,neutral,neutral,encoder,0.9997445940971376,0,0.0
288,v3_deberta_gpt4o_32shot,0.85,mismatched,"I would like to look for a job in education, possibly teaching elementary school, um, hopefully up north I would rather do that up north, so--",I am not looking for a job.,facetoface,contradiction,contradiction,encoder,0.9999656677246094,0,0.0
289,v3_deberta_gpt4o_32shot,0.85,mismatched,That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,"The military had no time to react, given only nine minutes at most.",nineeleven,entailment,neutral,encoder,0.9885194897651672,0,0.0
290,v3_deberta_gpt4o_32shot,0.85,mismatched,Its institutions take many forms and survive under many different political regimes.,The institutions of the United States government are vast.,verbatim,neutral,neutral,encoder,0.9991474151611328,0,0.0
291,v3_deberta_gpt4o_32shot,0.85,mismatched,"Of course it can't be published because all those things are copyrighted, but my mother made up the story and I thought it was very nice and I still have it, uh, handwritten, uh, in our file here.",We can have it published today but my mom and I don't like the story.,facetoface,contradiction,contradiction,encoder,0.9998213648796082,0,0.0
292,v3_deberta_gpt4o_32shot,0.85,mismatched,We have created a scholarship endowment which will permanently recognize Dr. Steven Bricker's contributions to our school and profession.,We haven't done anything because we don't want to recognize Dr. Steven Bricker. ,letters,contradiction,contradiction,encoder,0.9999828338623048,0,0.0
293,v3_deberta_gpt4o_32shot,0.85,mismatched,Do you plan on staying in Charlotte?,Do you plan to move to a city with more job opportunities?,facetoface,neutral,neutral,api,0.7675850987434387,1606,0.0040225
294,v3_deberta_gpt4o_32shot,0.85,mismatched,"Um, reading is fundamental as they say and it truly is.",Reading is such a waste of time.,facetoface,contradiction,contradiction,encoder,0.9999572038650512,0,0.0
295,v3_deberta_gpt4o_32shot,0.85,mismatched,"In public testimony before this Commission in May 2003, NORAD officials stated that at 9:16, NEADS received hijack notification of United 93 from the FAA.",The FAA tried to relay the information to NEADS as quickly as possible.,nineeleven,neutral,neutral,encoder,0.9997331500053406,0,0.0
296,v3_deberta_gpt4o_32shot,0.85,mismatched,Is there anything else you want to--?,Any other stories you'd like to tell me?,facetoface,neutral,neutral,encoder,0.997583270072937,0,0.0
297,v3_deberta_gpt4o_32shot,0.85,mismatched,"The phrase is a reminder of its medieval provenance, its academic focus, and its corporate style.",The phrase's academic focus is more potent than its corporate style.,verbatim,neutral,neutral,encoder,0.9995959401130676,0,0.0
298,v3_deberta_gpt4o_32shot,0.85,mismatched,It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,The fog did not allow us to turn right. ,facetoface,neutral,neutral,api,0.6410325169563293,1628,0.0040774999999999995
299,v3_deberta_gpt4o_32shot,0.85,mismatched,Many controllers work at the FAA's 22 Air Route Traffic Control Centers.,Many controllers work in the control centers.,nineeleven,entailment,entailment,encoder,0.9945918917655944,0,0.0
300,v3_deberta_gpt4o_32shot,0.85,mismatched,Basic items also represent a major percentage of all apparel goods sold.,White t-shirts are the best selling basic item.,oup,neutral,neutral,encoder,0.9998335838317872,0,0.0
301,v3_deberta_gpt4o_32shot,0.85,mismatched,You got a job cutting siding wasn't it?,I heard you got a job as a gravedigger.,facetoface,contradiction,contradiction,encoder,0.9999561309814452,0,0.0
302,v3_deberta_gpt4o_32shot,0.85,mismatched,"Your gift will help us reach our immediate goal of awarding at least one scholarship to a student for the fall semester of 1993, and our long-term goal of awarding several $5,000 scholarships each year.",We may not be able to reach our goal without your donation.,letters,neutral,neutral,encoder,0.9877250790596008,0,0.0
303,v3_deberta_gpt4o_32shot,0.85,mismatched,How can the definers be sure we will know without being told that a man-about-town is never a woman?,How can they be sure that a man in public is not really a woman?,verbatim,entailment,entailment,encoder,0.9946404099464417,0,0.0
304,v3_deberta_gpt4o_32shot,0.85,mismatched,"How does the YWCA differ from other organizations that provide health, fitness, social and education services?",In what ways is the YWCA different from other agencies that provide the same services?,letters,entailment,entailment,encoder,0.996224880218506,0,0.0
305,v3_deberta_gpt4o_32shot,0.85,mismatched,"Once constructed, this persisting psychological self serves as an anchor for unique experiences, which are retained easily as long as they become personally meaningful.",Personally meaningful unique experiences are always retained easily.,oup,entailment,neutral,encoder,0.8704091310501099,0,0.0
306,v3_deberta_gpt4o_32shot,0.85,mismatched,"They need individual support to attend conferences, present papers, publish their works, and keep in touch with others in their fields across the country.",They need individual support to do academic work.,letters,entailment,entailment,encoder,0.944299817085266,0,0.0
307,v3_deberta_gpt4o_32shot,0.85,mismatched,You and I have done some important work together.,We never worked together.,letters,contradiction,contradiction,encoder,0.9999668598175048,0,0.0
308,v3_deberta_gpt4o_32shot,0.85,mismatched," Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective.",A child can stretch to see how an adult sees things.,oup,entailment,entailment,encoder,0.9881097078323364,0,0.0
309,v3_deberta_gpt4o_32shot,0.85,mismatched,For W9's exemplary precision in telling us what vocabulary entries and dictionary entries are is offset by its vagueness about which type of entry its PR-wallahs have counted for their blurb.,"Even though W9 is very accurate in explaining vocabulary and dictionary entries, it is imprecise about on another matter.",verbatim,entailment,entailment,encoder,0.9954582452774048,0,0.0
310,v3_deberta_gpt4o_32shot,0.85,mismatched,"A robust economy helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the greatest obstacles.",Unemployed people have an easier time finding jobs even in a bad economy.,letters,contradiction,contradiction,encoder,0.99960058927536,0,0.0
311,v3_deberta_gpt4o_32shot,0.85,mismatched,"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.","Lariat contains its own Arabic articles, when we imported it into Spanish, we added another the.",verbatim,contradiction,contradiction,encoder,0.9986289739608764,0,0.0
312,v3_deberta_gpt4o_32shot,0.85,mismatched,"The long, disjointed document condemned the Saudi monarchy for allowing the presence of an army of infidels in a land with the sites most sacred to Islam, and celebrated recent suicide bombings of American military facilities in the Kingdom.",The Saudi monarchy has worked respectfully and carefully with the western countries.,nineeleven,contradiction,contradiction,encoder,0.9999127388000488,0,0.0
313,v3_deberta_gpt4o_32shot,0.85,mismatched,"My memory is rickety, but I am sure my first recording was labeled MUSKRAT RAMBLE, and I think, though I am less sure, that it was played by the late  Muggsy  Spanier, who was, to my mind, one of the greatest of jazz trumpeters.",Muskrat Ramble was a wonderful and popular song back in the day. ,verbatim,neutral,neutral,encoder,0.9991219639778136,0,0.0
314,v3_deberta_gpt4o_32shot,0.85,mismatched,"90 In order to understand how the two agencies interacted eight years later, we will review their missions, command and control structures, and working relationship on the morning of 9/11.","Reviewing their missions, command and control structures will not aid us in understanding their interactions.",nineeleven,contradiction,contradiction,encoder,0.9998842477798462,0,0.0
315,v3_deberta_gpt4o_32shot,0.85,mismatched,"Although I'm a retired person, today I have a beautiful outlook on life because of Indy Reads.",Indy Reads helped me reach my literacy goals.,letters,neutral,neutral,encoder,0.9997819066047668,0,0.0
316,v3_deberta_gpt4o_32shot,0.85,mismatched,"In Brazil, child street vendors with little or no schooling display sophisticated concepts of classification and equivalence as the result of buying candy from wholesalers, pricing it with the help of adults and experienced peers, and bargaining with customers on city streets.",Children who buy and sell goods develop their social skills more quickly than others.,oup,neutral,neutral,encoder,0.9663947820663452,0,0.0
317,v3_deberta_gpt4o_32shot,0.85,mismatched,Well that was for Dad.,Dad would appreciate it.,facetoface,neutral,neutral,encoder,0.999200165271759,0,0.0
318,v3_deberta_gpt4o_32shot,0.85,mismatched,Children must  do their own work. ,"Children must never do their own work, it is up to their parents to do it for them.",oup,contradiction,contradiction,encoder,0.9999550580978394,0,0.0
319,v3_deberta_gpt4o_32shot,0.85,mismatched,I liked that part.,I did not enjoy that part at all.,facetoface,contradiction,contradiction,encoder,0.9999617338180542,0,0.0
320,v3_deberta_gpt4o_32shot,0.85,mismatched,"However you choose to participate, I know you'll enjoy being a part of the Herron School of Art and Gallery.",You will offer financial support to the Herron School of Art and Gallery.,letters,neutral,neutral,encoder,0.9988872408866882,0,0.0
321,v3_deberta_gpt4o_32shot,0.85,mismatched,"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major.",My father thinks a single major is the best course of action.,facetoface,contradiction,contradiction,encoder,0.9996531009674072,0,0.0
322,v3_deberta_gpt4o_32shot,0.85,mismatched,"Um, I'll definitely be ready for the change.",I will absolutely be prepared for the change. ,facetoface,entailment,entailment,encoder,0.9983276724815368,0,0.0
323,v3_deberta_gpt4o_32shot,0.85,mismatched,"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc.","Cobuild had originally included several of the terms included in CED, but removed them for being too niche.",verbatim,neutral,neutral,encoder,0.9986336827278136,0,0.0
324,v3_deberta_gpt4o_32shot,0.85,mismatched,Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,verbatim,neutral,neutral,encoder,0.999392867088318,0,0.0
325,v3_deberta_gpt4o_32shot,0.85,mismatched,You were called and requested additional information prior to making a pledge or gift to the law school.,"When you were called, you asked to be provided with further details before deciding whether or not to give a gift or make a pledge to the law school.",letters,entailment,entailment,encoder,0.998441994190216,0,0.0
326,v3_deberta_gpt4o_32shot,0.85,mismatched,"Uh Asimov, he died about 8 years ago but I still find one or two of his that I hadn't read yet.",I still find Asimov stories that I haven't read before.,facetoface,entailment,entailment,encoder,0.99810129404068,0,0.0
327,v3_deberta_gpt4o_32shot,0.85,mismatched,"The other plant (the  quick-line  plant) has production costs that are 10 percent higher than for the regular line, but the manufacturing lead time from the time a production order is placed until a shirt is available in finished goods inventory is two weeks, compared to eleven weeks for the plant with the  regular line. ",The other plant has low production costs but sends out the product to the distribution center at random intervals.,oup,contradiction,contradiction,encoder,0.9995273351669312,0,0.0
328,v3_deberta_gpt4o_32shot,0.85,mismatched,"Though novel for its open endorsement of indiscriminate killing, Bin Ladin's 1998 declaration was only the latest in the long series of his public and private calls since 1992 that singled out the United States for attack.",The United States was one of Bin Ladin's preferred Western targets along with its allies.,nineeleven,neutral,neutral,encoder,0.9995540976524352,0,0.0
329,v3_deberta_gpt4o_32shot,0.85,mismatched,This in turn will help us to increase and even improve the services we offer.,"With this we might even improve the services we offer, as well as increase them by 200 new activities.",letters,neutral,neutral,encoder,0.9997630715370178,0,0.0
330,v3_deberta_gpt4o_32shot,0.85,mismatched,"You can't take it with you--neither can I, unfortunately.",You are not able to bring it with you. ,verbatim,entailment,entailment,encoder,0.9981008172035216,0,0.0
331,v3_deberta_gpt4o_32shot,0.85,mismatched,"As you know, major changes in dental education are under way throughout the country.","There are currently major changes going on around the country regarding dental education,",letters,entailment,entailment,encoder,0.9983385801315308,0,0.0
332,v3_deberta_gpt4o_32shot,0.85,mismatched,"Help us continue to offer the finest professional art training to our students, the junior and senior high school students enrolled in Saturday School and to all those adults in continuing education courses.",Don't support us in our endeavor to train people in art.,letters,contradiction,contradiction,encoder,0.999937891960144,0,0.0
333,v3_deberta_gpt4o_32shot,0.85,mismatched,"The NEADS technician who took this call from the FAA immediately passed the word to the mission crew commander, who reported to the NEADS battle  Mission Crew Commander,  Okay, uh, American Airlines is still airborne.",The battle commander tried to devise a strategy to stop the plane.,nineeleven,neutral,neutral,encoder,0.999717652797699,0,0.0
334,v3_deberta_gpt4o_32shot,0.85,mismatched,"Is there anything specific that, uh, you remember about your grandma?",Did you have a grandma?,facetoface,contradiction,contradiction,encoder,0.9978812336921692,0,0.0
335,v3_deberta_gpt4o_32shot,0.85,mismatched,Please give what you can.,You don't have to give anything.,letters,contradiction,contradiction,encoder,0.9996137022972108,0,0.0
336,v3_deberta_gpt4o_32shot,0.85,mismatched,Yet our roots go much deeper.,Yet our roots go further down.,letters,entailment,entailment,encoder,0.9979497790336608,0,0.0
