idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
263,P1_zero_shot,claude_sonnet,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",Blue mountain National Park is preventing farmers from working there because the park already has farmers.,travel,neutral,contradiction,contradiction,110,4,114,0.00039
264,P1_zero_shot,claude_sonnet,matched,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are easily mitigated.,government,neutral,contradiction,contradiction,72,4,76,0.000276
265,P1_zero_shot,claude_sonnet,matched,36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).,Mercury control from power plants does not required AC.,government,contradiction,contradiction,contradiction,115,4,119,0.000405
266,P1_zero_shot,claude_sonnet,matched,I am a lacto-vegetarian.,"I can consume lactose, but not meat.",slate,entailment,entailment,entailment,62,6,68,0.000276
267,P1_zero_shot,claude_sonnet,matched,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",telephone,neutral,neutral,neutral,81,4,85,0.000303
268,P1_zero_shot,claude_sonnet,matched,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,travel,neutral,contradiction,contradiction,97,4,101,0.000351
269,P1_zero_shot,claude_sonnet,matched,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,neutral,entailment,entailment,79,6,85,0.000327
270,P1_zero_shot,claude_sonnet,matched,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,slate,neutral,neutral,neutral,94,4,98,0.000342
271,P1_zero_shot,claude_sonnet,matched,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I don't agree when you say that he didn't have as much support as Montana.,telephone,contradiction,contradiction,contradiction,89,4,93,0.000327
272,P1_zero_shot,claude_sonnet,matched,She was alone at last with the president!,"At last, she has been alone with the president!",slate,entailment,entailment,entailment,63,6,69,0.000279
273,P1_zero_shot,claude_sonnet,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",Our ideas work really well together and do not clash.,slate,contradiction,contradiction,contradiction,79,4,83,0.000297
274,P1_zero_shot,claude_sonnet,matched,Randy's Anecdotal Wrap-Up,Randy's Conclusions,slate,entailment,neutral,neutral,57,4,61,0.000231
275,P1_zero_shot,claude_sonnet,matched,so that's that's one of your priorities there's got to be air has to be an automatic,Do not get a car if it has a broken air-conditioning system.,telephone,neutral,neutral,neutral,78,4,82,0.000294
276,P1_zero_shot,claude_sonnet,matched,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",travel,neutral,neutral,neutral,83,4,87,0.000309
277,P1_zero_shot,claude_sonnet,matched,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",telephone,contradiction,contradiction,contradiction,83,4,87,0.000309
278,P1_zero_shot,claude_sonnet,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times",travel,contradiction,contradiction,contradiction,92,4,96,0.000336
279,P1_zero_shot,claude_sonnet,matched,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",Audits and evaluations are harder because it is more difficult for GAO to get the records.,government,entailment,entailment,entailment,120,6,126,0.00045
280,P1_zero_shot,claude_sonnet,matched,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","The double decker boats are all out of service, so they never leave the pier.",travel,contradiction,contradiction,contradiction,116,4,120,0.000408
281,P1_zero_shot,claude_sonnet,matched,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Couples always put their retirement ahead of their kids.,slate,contradiction,contradiction,contradiction,91,4,95,0.000333
282,P1_zero_shot,claude_sonnet,matched,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,telephone,contradiction,contradiction,contradiction,94,4,98,0.000342
283,P1_zero_shot,claude_sonnet,matched,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,neutral,neutral,neutral,105,4,109,0.000375
284,P1_zero_shot,claude_sonnet,matched,"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",The outlook on violence was not affected by The Wild Bunch.,slate,contradiction,contradiction,contradiction,75,4,79,0.000285
285,P1_zero_shot,claude_sonnet,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,entailment,entailment,86,6,92,0.000348
286,P1_zero_shot,claude_sonnet,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,contradiction,contradiction,58,4,62,0.000234
287,P1_zero_shot,claude_sonnet,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,entailment,entailment,95,6,101,0.000375
288,P1_zero_shot,claude_sonnet,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,entailment,95,6,101,0.000375
289,P1_zero_shot,claude_sonnet,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,neutral,76,4,80,0.000288
290,P1_zero_shot,claude_sonnet,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,entailment,entailment,97,6,103,0.000381
291,P1_zero_shot,claude_sonnet,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,entailment,75,6,81,0.000315
292,P1_zero_shot,claude_sonnet,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,contradiction,76,4,80,0.000288
293,P1_zero_shot,claude_sonnet,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,entailment,85,6,91,0.000345
294,P1_zero_shot,claude_sonnet,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,contradiction,93,4,97,0.000339
295,P1_zero_shot,claude_sonnet,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,contradiction,contradiction,86,4,90,0.000318
296,P1_zero_shot,claude_sonnet,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,contradiction,82,4,86,0.000306
297,P1_zero_shot,claude_sonnet,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,entailment,96,6,102,0.000378
298,P1_zero_shot,claude_sonnet,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,neutral,neutral,69,4,73,0.000267
299,P1_zero_shot,claude_sonnet,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,neutral,68,4,72,0.000264
300,P1_zero_shot,claude_sonnet,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,contradiction,74,4,78,0.000282
301,P1_zero_shot,claude_sonnet,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,neutral,68,4,72,0.000264
302,P1_zero_shot,claude_sonnet,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,neutral,56,4,60,0.0002279999999999
303,P1_zero_shot,claude_sonnet,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,contradiction,82,4,86,0.000306
304,P1_zero_shot,claude_sonnet,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,entailment,67,6,73,0.000291
305,P1_zero_shot,claude_sonnet,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,contradiction,64,4,68,0.000252
306,P1_zero_shot,claude_sonnet,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,contradiction,contradiction,77,4,81,0.000291
307,P1_zero_shot,claude_sonnet,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,neutral,65,4,69,0.000255
308,P1_zero_shot,claude_sonnet,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,contradiction,contradiction,89,4,93,0.000327
309,P1_zero_shot,claude_sonnet,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,neutral,88,4,92,0.000324
310,P1_zero_shot,claude_sonnet,matched,The family. ,The couple.,fiction,neutral,neutral,neutral,50,4,54,0.0002099999999999
311,P1_zero_shot,claude_sonnet,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,entailment,85,6,91,0.000345
312,P1_zero_shot,claude_sonnet,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,neutral,99,4,103,0.000357
313,P1_zero_shot,claude_sonnet,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,contradiction,54,4,58,0.000222
314,P1_zero_shot,claude_sonnet,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,entailment,75,6,81,0.000315
315,P1_zero_shot,claude_sonnet,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,contradiction,81,4,85,0.000303
316,P1_zero_shot,claude_sonnet,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,entailment,81,6,87,0.000333
317,P1_zero_shot,claude_sonnet,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,entailment,70,6,76,0.0003
318,P1_zero_shot,claude_sonnet,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,entailment,84,6,90,0.000342
319,P1_zero_shot,claude_sonnet,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,neutral,neutral,132,4,136,0.0004559999999999
320,P1_zero_shot,claude_sonnet,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,contradiction,contradiction,70,4,74,0.00027
321,P1_zero_shot,claude_sonnet,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,neutral,81,4,85,0.000303
322,P1_zero_shot,claude_sonnet,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,contradiction,71,4,75,0.000273
323,P1_zero_shot,claude_sonnet,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,entailment,75,6,81,0.000315
324,P1_zero_shot,claude_sonnet,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,neutral,97,4,101,0.000351
325,P1_zero_shot,claude_sonnet,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,entailment,89,6,95,0.000357
326,P1_zero_shot,claude_sonnet,matched,"No, don't answer.",Please respond.,fiction,contradiction,contradiction,contradiction,52,4,56,0.000216
327,P1_zero_shot,claude_sonnet,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,entailment,entailment,66,6,72,0.000288
328,P1_zero_shot,claude_sonnet,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,neutral,neutral,107,4,111,0.000381
329,P1_zero_shot,claude_sonnet,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,neutral,72,4,76,0.000276
330,P1_zero_shot,claude_sonnet,matched,uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,neutral,neutral,neutral,96,4,100,0.000348
331,P1_zero_shot,claude_sonnet,matched,that they don't show local,The presumed channel shows local and abroad. ,telephone,contradiction,contradiction,contradiction,59,4,63,0.000237
332,P1_zero_shot,claude_sonnet,matched,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,slate,entailment,entailment,entailment,63,6,69,0.000279
333,P1_zero_shot,claude_sonnet,matched,"It doesn't seem expensive--they use it in Bangladesh, after all.",It's probably pretty cheap considering they have it in Bangladesh.,slate,entailment,entailment,entailment,70,6,76,0.0003
334,P1_zero_shot,claude_sonnet,matched,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,fiction,neutral,neutral,neutral,87,4,91,0.000321
335,P1_zero_shot,claude_sonnet,matched,pretty good newspaper uh-huh,I think this is a decent newspaper.,telephone,entailment,entailment,entailment,59,6,65,0.000267
336,P1_zero_shot,claude_sonnet,matched,"San'doro didn't make it sound hypothetical, thought Jon.","San'doro's words were hollow, and Jon knew the truth of that immediately.",fiction,neutral,neutral,neutral,76,4,80,0.000288
337,P1_zero_shot,claude_sonnet,matched,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.","Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.",government,entailment,entailment,entailment,104,6,110,0.000402
338,P1_zero_shot,claude_sonnet,matched,Where would he be today without American commercial know-how?,American know-how is the reason he got to where he is.,slate,entailment,entailment,entailment,69,6,75,0.000297
339,P1_zero_shot,claude_sonnet,matched,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,travel,contradiction,contradiction,contradiction,76,4,80,0.000288
340,P1_zero_shot,claude_sonnet,matched,Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is an overrated book.,slate,contradiction,neutral,neutral,68,4,72,0.000264
341,P1_zero_shot,claude_sonnet,matched,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,The company later told us that it had enhanced the program due to high morale.,government,contradiction,contradiction,contradiction,81,4,85,0.000303
342,P1_zero_shot,claude_sonnet,matched,The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.,They do not receive any funding from the account.,government,contradiction,contradiction,contradiction,72,4,76,0.000276
343,P1_zero_shot,claude_sonnet,matched,Leather Wares,The wares are made of cotton and coarse fabric.,travel,contradiction,contradiction,contradiction,60,4,64,0.00024
344,P1_zero_shot,claude_sonnet,matched,and when they get out they should have uh i don't know you know some reasonable amount of money,We should give them money for when they get out.,telephone,neutral,entailment,entailment,75,6,81,0.000315
345,P1_zero_shot,claude_sonnet,matched,All were prominent nationally known organizations.,The only identified organizations were well-known.,government,entailment,neutral,neutral,59,4,63,0.000237
346,P1_zero_shot,claude_sonnet,matched,"A lack of sleep can always be remedied later, a Madrile??o might tell you, as he tops off a late night with early-morning chocolate con curros (a fried-dough and chocolate snack ideal for absorbing alcohol) on the way home for a shower and then continues on to work.",The citizens of Madrid are eager to party creating a city that is also active at night.,travel,neutral,entailment,entailment,129,6,135,0.000477
347,P1_zero_shot,claude_sonnet,matched,This doesn't look good.,This looks really bad.,slate,entailment,entailment,entailment,54,6,60,0.000252
348,P1_zero_shot,claude_sonnet,matched,that's neat just supervised more or less than anything and security i guess for them,There was no supervision.,telephone,contradiction,contradiction,contradiction,64,4,68,0.000252
349,P1_zero_shot,claude_sonnet,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",The clothing stores here only cater to adults.,travel,contradiction,contradiction,contradiction,84,4,88,0.000312
350,P1_zero_shot,claude_sonnet,matched,'Can I get a drink?',Can you make me an espresso?,fiction,neutral,neutral,neutral,60,4,64,0.00024
351,P1_zero_shot,claude_sonnet,matched,well i i'm doing computer science computer engineering,I am currently majoring in Biology at school.,telephone,contradiction,contradiction,contradiction,62,4,66,0.000246
352,P1_zero_shot,claude_sonnet,matched,Views from  Implementation Research in Education.,Views on using research in education ,government,entailment,neutral,neutral,58,4,62,0.000234
353,P1_zero_shot,claude_sonnet,matched,isn't it i can remember i've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas,Downtown Dallas was a short drive from where I lived in Wylie.,telephone,entailment,neutral,neutral,93,4,97,0.000339
354,P1_zero_shot,claude_sonnet,matched,just look what we did to Iraq,Remember what happened in Iraq?,telephone,entailment,entailment,entailment,56,6,62,0.000258
355,P1_zero_shot,claude_sonnet,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor and the Coroner decided not to give us the tip.,fiction,contradiction,contradiction,contradiction,100,4,104,0.0003599999999999
356,P1_zero_shot,claude_sonnet,matched,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.",Pearl River is the fifth longest river in China.,travel,entailment,entailment,entailment,88,6,94,0.000354
357,P1_zero_shot,claude_sonnet,matched,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.,Congress told LSC to give grantees funds presumptively and not do distribute funds on a competitive basis. ,government,contradiction,contradiction,contradiction,101,4,105,0.000363
358,P1_zero_shot,claude_sonnet,matched,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman was just a man in the production.,slate,contradiction,contradiction,contradiction,118,4,122,0.000414
359,P1_zero_shot,claude_sonnet,matched,"Fruit, vegetables, electronics, and a little bit of everything else is on sale here.",Myriad things are available for purchase here.,travel,entailment,entailment,entailment,73,6,79,0.000309
360,P1_zero_shot,claude_sonnet,matched,"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants wanted a new auditing model and a focus on quality.,government,entailment,entailment,entailment,92,6,98,0.000366
361,P1_zero_shot,claude_sonnet,matched,Then he sobered.,He was drunk.,fiction,contradiction,neutral,neutral,52,4,56,0.000216
362,P1_zero_shot,claude_sonnet,matched,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,slate,contradiction,contradiction,contradiction,83,4,87,0.000309
363,P1_zero_shot,claude_sonnet,matched,"Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.",Sometimes the emperor was less than 18 years of age. ,travel,entailment,entailment,entailment,78,6,84,0.000324
364,P1_zero_shot,claude_sonnet,matched,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",telephone,contradiction,contradiction,contradiction,206,4,210,0.000678
365,P1_zero_shot,claude_sonnet,matched,I take it Americans have a higher opinion of morality than you have even.,I feel that Americans value morality more than you do.,fiction,entailment,entailment,entailment,71,6,77,0.000303
366,P1_zero_shot,claude_sonnet,matched,Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor.,The Supreme Court refused to hear a case about pooling client money.,government,contradiction,contradiction,contradiction,91,4,95,0.000333
367,P1_zero_shot,claude_sonnet,matched,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,You don't have to use punch cards anymore.,telephone,neutral,entailment,entailment,90,6,96,0.00036
368,P1_zero_shot,claude_sonnet,matched,"5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications.",Educational lay programs deal with law and justice.,government,entailment,entailment,entailment,83,6,89,0.000339
369,P1_zero_shot,claude_sonnet,matched,yeah it's a U S territory and it's just we own it or,"I'm not sure if it's a U.S. territory, or if we own it.",telephone,contradiction,contradiction,contradiction,78,4,82,0.000294
370,P1_zero_shot,claude_sonnet,matched,There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically.,Empires are too large to fail and cannot quit just because they are struggling financially.,slate,neutral,neutral,neutral,87,4,91,0.000321
371,P1_zero_shot,claude_sonnet,matched,Any subsequent alterations to the data can be readily detected.,Changes to the data can't be detected.,government,contradiction,contradiction,contradiction,64,4,68,0.000252
372,P1_zero_shot,claude_sonnet,matched,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,Maintaining ties with Britain was one of the goals of the party.,travel,entailment,entailment,entailment,82,6,88,0.000336
373,P1_zero_shot,claude_sonnet,matched,There were beads of perspiration on his brow.,The building sweat on his brow reflected the sunlight brightly.,fiction,neutral,neutral,neutral,70,4,74,0.00027
374,P1_zero_shot,claude_sonnet,matched,"MC2000-2, was initially considered and recommended by the Commission under the market test rules.",MC2000-2 was recommended by the Finance Commission.,government,neutral,neutral,neutral,76,4,80,0.000288
375,P1_zero_shot,claude_sonnet,matched,"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,slate,contradiction,contradiction,contradiction,70,4,74,0.00027
376,P1_zero_shot,claude_sonnet,matched,Miller claimed the First Amendment (right to freedom of speech and association) rather than taking the Fifth (right against self-incrimination).,The man did not plead the Fifth.,slate,entailment,entailment,entailment,80,6,86,0.00033
377,P1_zero_shot,claude_sonnet,matched,But it just might be because he's afraid he'll lose his No.,He's definitely not afraid of losing his No.,slate,contradiction,contradiction,contradiction,68,4,72,0.000264
378,P1_zero_shot,claude_sonnet,matched,because the cold weather was just simply trapped along the ground and couldn't get away,The weather stayed for much too long.,telephone,neutral,entailment,entailment,67,6,73,0.000291
379,P1_zero_shot,claude_sonnet,matched,"(As the old saying goes, If you can't figure out who the fool is at the poker table, it's probably you. ","If you can't figure out who the fool playing is, it's probably you.",travel,entailment,entailment,entailment,88,6,94,0.000354
380,P1_zero_shot,claude_sonnet,matched,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",The 29th will be next Sunday.,fiction,entailment,entailment,entailment,76,6,82,0.000318
381,P1_zero_shot,claude_sonnet,matched,"'Don't worry,' he whispered.",He was very calm and said not to worry.,fiction,entailment,entailment,entailment,63,6,69,0.000279
382,P1_zero_shot,claude_sonnet,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends because then I don't pay for the paper.,telephone,neutral,neutral,neutral,79,4,83,0.000297
383,P1_zero_shot,claude_sonnet,matched,Whether a government postal service can engage in these kinds of negotiations deserves serious study.,There is serious study needed to check.,government,entailment,entailment,entailment,68,6,74,0.000294
384,P1_zero_shot,claude_sonnet,matched,Funchal's central area boasts the best variety of shops and local products on the island.,Funchal has great shops because it is a giant ski resort.,travel,neutral,contradiction,contradiction,77,4,81,0.000291
385,P1_zero_shot,claude_sonnet,matched,Sometimes more than one denomination shares one church.,One church always has one denomination.,travel,contradiction,contradiction,contradiction,59,4,63,0.000237
386,P1_zero_shot,claude_sonnet,matched,"Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.",No one questions the political system enough to make decent or noticeable changes.,slate,neutral,neutral,neutral,91,4,95,0.000333
387,P1_zero_shot,claude_sonnet,matched,OMB has approved the information collection contained on the Form ADV and has,The information collection was approved by the OMB.,government,entailment,entailment,entailment,70,6,76,0.0003
388,P1_zero_shot,claude_sonnet,matched,Load time is divided into elemental and coverage related load time.,Load time is comprised of three parts.,government,contradiction,contradiction,contradiction,64,4,68,0.000252
389,P1_zero_shot,claude_sonnet,matched,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,travel,contradiction,contradiction,contradiction,81,4,85,0.000303
390,P1_zero_shot,claude_sonnet,matched,so i'll probably say you know it's like well we've been talking for five six minutes so okay,We started talking 5 or 6 minutes ago.,telephone,entailment,entailment,entailment,77,6,83,0.000321
391,P1_zero_shot,claude_sonnet,matched,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There were a lot of small towns in the oil fields.,fiction,entailment,entailment,entailment,78,6,84,0.000324
392,P1_zero_shot,claude_sonnet,matched,"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,government,neutral,neutral,neutral,78,4,82,0.000294
393,P1_zero_shot,claude_sonnet,matched,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",There are no problems in the security of federal agencies. ,government,contradiction,contradiction,contradiction,109,4,113,0.000387
394,P1_zero_shot,claude_sonnet,matched,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence wouldn't stop talking.,fiction,contradiction,contradiction,contradiction,75,4,79,0.000285
395,P1_zero_shot,claude_sonnet,matched,And you are wrong in condemning it. ,I totally agree with your criticism.,fiction,contradiction,contradiction,contradiction,60,4,64,0.00024
