idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
285,P2_zero_shot_def,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,entailment,entailment,103,3,106,0.0002875
286,P2_zero_shot_def,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,neutral,neutral,79,1,80,0.0002075
287,P2_zero_shot_def,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,neutral,neutral,110,1,111,0.000285
288,P2_zero_shot_def,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,entailment,115,3,118,0.0003175
289,P2_zero_shot_def,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,neutral,97,1,98,0.0002525
290,P2_zero_shot_def,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,entailment,entailment,114,3,117,0.000315
291,P2_zero_shot_def,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,entailment,92,3,95,0.00026
292,P2_zero_shot_def,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,contradiction,98,3,101,0.000275
293,P2_zero_shot_def,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,entailment,105,3,108,0.0002925
294,P2_zero_shot_def,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,contradiction,108,3,111,0.0003
295,P2_zero_shot_def,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,contradiction,contradiction,108,3,111,0.0003
296,P2_zero_shot_def,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,contradiction,102,3,105,0.000285
297,P2_zero_shot_def,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,Entailment,114,3,117,0.000315
298,P2_zero_shot_def,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,contradiction,contradiction,91,3,94,0.0002575
299,P2_zero_shot_def,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,neutral,85,1,86,0.0002225
300,P2_zero_shot_def,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,contradiction,97,3,100,0.0002725
301,P2_zero_shot_def,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,neutral,90,1,91,0.000235
302,P2_zero_shot_def,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,neutral,78,1,79,0.000205
303,P2_zero_shot_def,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,contradiction,100,3,103,0.00028
304,P2_zero_shot_def,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,entailment,87,3,90,0.0002475
305,P2_zero_shot_def,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,contradiction,86,3,89,0.000245
306,P2_zero_shot_def,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,contradiction,contradiction,98,3,101,0.000275
307,P2_zero_shot_def,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,neutral,85,1,86,0.0002225
308,P2_zero_shot_def,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,contradiction,contradiction,109,3,112,0.0003025
309,P2_zero_shot_def,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,neutral,104,1,105,0.00027
310,P2_zero_shot_def,matched,The family. ,The couple.,fiction,neutral,neutral,neutral,72,1,73,0.00019
311,P2_zero_shot_def,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,entailment,104,3,107,0.00029
312,P2_zero_shot_def,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,neutral,117,1,118,0.0003025
313,P2_zero_shot_def,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,contradiction,76,3,79,0.00022
314,P2_zero_shot_def,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,entailment,96,3,99,0.00027
315,P2_zero_shot_def,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,contradiction,100,3,103,0.00028
316,P2_zero_shot_def,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,entailment,104,3,107,0.00029
317,P2_zero_shot_def,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,entailment,92,3,95,0.00026
318,P2_zero_shot_def,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,entailment,99,3,102,0.0002775
319,P2_zero_shot_def,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,neutral,Neutral,147,1,148,0.0003775
320,P2_zero_shot_def,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,neutral,neutral,88,1,89,0.00023
321,P2_zero_shot_def,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,neutral,102,1,103,0.000265
322,P2_zero_shot_def,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,contradiction,91,3,94,0.0002575
323,P2_zero_shot_def,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,entailment,97,3,100,0.0002725
324,P2_zero_shot_def,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,neutral,118,1,119,0.000305
325,P2_zero_shot_def,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,entailment,111,3,114,0.0003075
326,P2_zero_shot_def,matched,"No, don't answer.",Please respond.,fiction,contradiction,contradiction,contradiction,73,3,76,0.0002125
327,P2_zero_shot_def,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,entailment,entailment,84,3,87,0.00024
328,P2_zero_shot_def,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,neutral,neutral,120,1,121,0.00031
329,P2_zero_shot_def,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,neutral,91,1,92,0.0002375
330,P2_zero_shot_def,matched,uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,neutral,neutral,neutral,114,1,115,0.000295
331,P2_zero_shot_def,matched,that they don't show local,The presumed channel shows local and abroad. ,telephone,contradiction,contradiction,contradiction,80,3,83,0.00023
332,P2_zero_shot_def,matched,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,slate,entailment,entailment,entailment,83,3,86,0.0002375
333,P2_zero_shot_def,matched,"It doesn't seem expensive--they use it in Bangladesh, after all.",It's probably pretty cheap considering they have it in Bangladesh.,slate,entailment,entailment,entailment,90,3,93,0.000255
334,P2_zero_shot_def,matched,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,fiction,neutral,neutral,neutral,107,1,108,0.0002775
335,P2_zero_shot_def,matched,pretty good newspaper uh-huh,I think this is a decent newspaper.,telephone,entailment,entailment,entailment,80,3,83,0.00023
336,P2_zero_shot_def,matched,"San'doro didn't make it sound hypothetical, thought Jon.","San'doro's words were hollow, and Jon knew the truth of that immediately.",fiction,neutral,neutral,neutral,94,1,95,0.000245
337,P2_zero_shot_def,matched,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.","Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.",government,entailment,entailment,entailment,120,3,123,0.00033
338,P2_zero_shot_def,matched,Where would he be today without American commercial know-how?,American know-how is the reason he got to where he is.,slate,entailment,entailment,entailment,89,3,92,0.0002525
339,P2_zero_shot_def,matched,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,travel,contradiction,contradiction,contradiction,92,3,95,0.00026
340,P2_zero_shot_def,matched,Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is an overrated book.,slate,contradiction,neutral,neutral,89,1,90,0.0002324999999999
341,P2_zero_shot_def,matched,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,The company later told us that it had enhanced the program due to high morale.,government,contradiction,contradiction,contradiction,101,3,104,0.0002825
342,P2_zero_shot_def,matched,The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.,They do not receive any funding from the account.,government,contradiction,contradiction,contradiction,92,3,95,0.00026
343,P2_zero_shot_def,matched,Leather Wares,The wares are made of cotton and coarse fabric.,travel,contradiction,contradiction,contradiction,80,3,83,0.00023
344,P2_zero_shot_def,matched,and when they get out they should have uh i don't know you know some reasonable amount of money,We should give them money for when they get out.,telephone,neutral,entailment,entailment,96,3,99,0.00027
345,P2_zero_shot_def,matched,All were prominent nationally known organizations.,The only identified organizations were well-known.,government,entailment,neutral,neutral,80,1,81,0.00021
346,P2_zero_shot_def,matched,"A lack of sleep can always be remedied later, a Madrile??o might tell you, as he tops off a late night with early-morning chocolate con curros (a fried-dough and chocolate snack ideal for absorbing alcohol) on the way home for a shower and then continues on to work.",The citizens of Madrid are eager to party creating a city that is also active at night.,travel,neutral,neutral,neutral,145,1,146,0.0003725
347,P2_zero_shot_def,matched,This doesn't look good.,This looks really bad.,slate,entailment,neutral,neutral,75,1,76,0.0001975
348,P2_zero_shot_def,matched,that's neat just supervised more or less than anything and security i guess for them,There was no supervision.,telephone,contradiction,contradiction,contradiction,86,3,89,0.000245
349,P2_zero_shot_def,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",The clothing stores here only cater to adults.,travel,contradiction,contradiction,contradiction,101,3,104,0.0002825
350,P2_zero_shot_def,matched,'Can I get a drink?',Can you make me an espresso?,fiction,neutral,neutral,neutral,80,1,81,0.00021
351,P2_zero_shot_def,matched,well i i'm doing computer science computer engineering,I am currently majoring in Biology at school.,telephone,contradiction,contradiction,contradiction,84,3,87,0.00024
352,P2_zero_shot_def,matched,Views from  Implementation Research in Education.,Views on using research in education ,government,entailment,neutral,neutral,80,1,81,0.00021
353,P2_zero_shot_def,matched,isn't it i can remember i've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas,Downtown Dallas was a short drive from where I lived in Wylie.,telephone,entailment,neutral,neutral,112,1,113,0.00029
354,P2_zero_shot_def,matched,just look what we did to Iraq,Remember what happened in Iraq?,telephone,entailment,entailment,entailment,79,3,82,0.0002275
355,P2_zero_shot_def,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor and the Coroner decided not to give us the tip.,fiction,contradiction,contradiction,contradiction,118,3,121,0.000325
356,P2_zero_shot_def,matched,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.",Pearl River is the fifth longest river in China.,travel,entailment,entailment,entailment,106,3,109,0.000295
357,P2_zero_shot_def,matched,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.,Congress told LSC to give grantees funds presumptively and not do distribute funds on a competitive basis. ,government,contradiction,contradiction,contradiction,123,3,126,0.0003375
358,P2_zero_shot_def,matched,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman was just a man in the production.,slate,contradiction,neutral,neutral,130,1,131,0.000335
359,P2_zero_shot_def,matched,"Fruit, vegetables, electronics, and a little bit of everything else is on sale here.",Myriad things are available for purchase here.,travel,entailment,entailment,entailment,92,3,95,0.00026
360,P2_zero_shot_def,matched,"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants wanted a new auditing model and a focus on quality.,government,entailment,entailment,entailment,109,3,112,0.0003025
361,P2_zero_shot_def,matched,Then he sobered.,He was drunk.,fiction,contradiction,entailment,entailment,74,3,77,0.000215
362,P2_zero_shot_def,matched,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,slate,contradiction,contradiction,contradiction,104,3,107,0.00029
363,P2_zero_shot_def,matched,"Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.",Sometimes the emperor was less than 18 years of age. ,travel,entailment,entailment,entailment,98,3,101,0.000275
364,P2_zero_shot_def,matched,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",telephone,contradiction,contradiction,contradiction,222,3,225,0.000585
365,P2_zero_shot_def,matched,I take it Americans have a higher opinion of morality than you have even.,I feel that Americans value morality more than you do.,fiction,entailment,entailment,entailment,91,3,94,0.0002575
366,P2_zero_shot_def,matched,Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor.,The Supreme Court refused to hear a case about pooling client money.,government,contradiction,contradiction,contradiction,111,3,114,0.0003075
367,P2_zero_shot_def,matched,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,You don't have to use punch cards anymore.,telephone,neutral,entailment,entailment,109,3,112,0.0003025
368,P2_zero_shot_def,matched,"5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications.",Educational lay programs deal with law and justice.,government,entailment,entailment,entailment,104,3,107,0.00029
369,P2_zero_shot_def,matched,yeah it's a U S territory and it's just we own it or,"I'm not sure if it's a U.S. territory, or if we own it.",telephone,contradiction,contradiction,contradiction,96,3,99,0.00027
370,P2_zero_shot_def,matched,There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically.,Empires are too large to fail and cannot quit just because they are struggling financially.,slate,neutral,contradiction,Contradiction,104,3,107,0.00029
371,P2_zero_shot_def,matched,Any subsequent alterations to the data can be readily detected.,Changes to the data can't be detected.,government,contradiction,contradiction,contradiction,84,3,87,0.00024
372,P2_zero_shot_def,matched,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,Maintaining ties with Britain was one of the goals of the party.,travel,entailment,entailment,entailment,102,3,105,0.000285
373,P2_zero_shot_def,matched,There were beads of perspiration on his brow.,The building sweat on his brow reflected the sunlight brightly.,fiction,neutral,neutral,neutral,86,1,87,0.000225
374,P2_zero_shot_def,matched,"MC2000-2, was initially considered and recommended by the Commission under the market test rules.",MC2000-2 was recommended by the Finance Commission.,government,neutral,neutral,neutral,97,1,98,0.0002525
375,P2_zero_shot_def,matched,"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,slate,contradiction,contradiction,contradiction,88,3,91,0.00025
376,P2_zero_shot_def,matched,Miller claimed the First Amendment (right to freedom of speech and association) rather than taking the Fifth (right against self-incrimination).,The man did not plead the Fifth.,slate,entailment,entailment,entailment,99,3,102,0.0002775
377,P2_zero_shot_def,matched,But it just might be because he's afraid he'll lose his No.,He's definitely not afraid of losing his No.,slate,contradiction,contradiction,contradiction,87,3,90,0.0002475
378,P2_zero_shot_def,matched,because the cold weather was just simply trapped along the ground and couldn't get away,The weather stayed for much too long.,telephone,neutral,neutral,neutral,89,1,90,0.0002324999999999
379,P2_zero_shot_def,matched,"(As the old saying goes, If you can't figure out who the fool is at the poker table, it's probably you. ","If you can't figure out who the fool playing is, it's probably you.",travel,entailment,entailment,entailment,106,3,109,0.000295
380,P2_zero_shot_def,matched,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",The 29th will be next Sunday.,fiction,entailment,entailment,entailment,93,3,96,0.0002625
381,P2_zero_shot_def,matched,"'Don't worry,' he whispered.",He was very calm and said not to worry.,fiction,entailment,neutral,neutral,82,1,83,0.000215
382,P2_zero_shot_def,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends because then I don't pay for the paper.,telephone,neutral,neutral,neutral,100,1,101,0.00026
383,P2_zero_shot_def,matched,Whether a government postal service can engage in these kinds of negotiations deserves serious study.,There is serious study needed to check.,government,entailment,entailment,entailment,89,3,92,0.0002525
384,P2_zero_shot_def,matched,Funchal's central area boasts the best variety of shops and local products on the island.,Funchal has great shops because it is a giant ski resort.,travel,neutral,contradiction,contradiction,98,3,101,0.000275
385,P2_zero_shot_def,matched,Sometimes more than one denomination shares one church.,One church always has one denomination.,travel,contradiction,contradiction,contradiction,81,3,84,0.0002324999999999
386,P2_zero_shot_def,matched,"Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.",No one questions the political system enough to make decent or noticeable changes.,slate,neutral,neutral,neutral,108,1,109,0.00028
387,P2_zero_shot_def,matched,OMB has approved the information collection contained on the Form ADV and has,The information collection was approved by the OMB.,government,entailment,entailment,entailment,90,3,93,0.000255
388,P2_zero_shot_def,matched,Load time is divided into elemental and coverage related load time.,Load time is comprised of three parts.,government,contradiction,contradiction,contradiction,85,3,88,0.0002424999999999
389,P2_zero_shot_def,matched,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,travel,contradiction,contradiction,contradiction,95,3,98,0.0002675
390,P2_zero_shot_def,matched,so i'll probably say you know it's like well we've been talking for five six minutes so okay,We started talking 5 or 6 minutes ago.,telephone,entailment,entailment,entailment,95,3,98,0.0002675
391,P2_zero_shot_def,matched,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There were a lot of small towns in the oil fields.,fiction,entailment,entailment,entailment,99,3,102,0.0002775
392,P2_zero_shot_def,matched,"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,government,neutral,neutral,neutral,100,1,101,0.00026
393,P2_zero_shot_def,matched,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",There are no problems in the security of federal agencies. ,government,contradiction,contradiction,contradiction,128,3,131,0.00035
394,P2_zero_shot_def,matched,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence wouldn't stop talking.,fiction,contradiction,contradiction,contradiction,94,3,97,0.000265
395,P2_zero_shot_def,matched,And you are wrong in condemning it. ,I totally agree with your criticism.,fiction,contradiction,contradiction,contradiction,82,3,85,0.000235
396,P2_zero_shot_def,matched,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","Around 72,000 residents were evacuated from the volcano-zone.",travel,entailment,entailment,entailment,96,3,99,0.00027
397,P2_zero_shot_def,matched,"Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process","Good Oklahoma's program needs $100,000 of funding that it hasn't received.",government,neutral,neutral,neutral,108,1,109,0.00028
398,P2_zero_shot_def,matched,oh you know i like what i'm doing right now,I do a few things right now.,telephone,neutral,neutral,neutral,84,1,85,0.00022
399,P2_zero_shot_def,matched,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,Contraceptives are becoming more popular because the prices are falling.,telephone,neutral,neutral,neutral,122,1,123,0.000315
400,P2_zero_shot_def,matched,Adrin nodded.,Adrin nodded his head.,fiction,entailment,entailment,entailment,75,3,78,0.0002175
401,P2_zero_shot_def,matched,"She has believed that the sleeping draught she administered was perfectly harmless, but there is no doubt that for one terrible moment she must have feared that Mrs. Inglethorp's death lay at her door. ","The sleeping draught was not harmless, as it gave her violent diarrhoea.",fiction,neutral,neutral,neutral,125,1,126,0.0003225
402,P2_zero_shot_def,matched,It's Legal Aid's commitment to justice.,It is Legal Aid's dedication to justice.,government,entailment,entailment,entailment,82,3,85,0.000235
403,P2_zero_shot_def,matched,"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.",The Women's Haven needs to hire a full-time lawyer.,government,contradiction,contradiction,contradiction,99,3,102,0.0002775
404,P2_zero_shot_def,matched,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,My step father just got fired from the Ford dealership.,telephone,contradiction,contradiction,contradiction,109,3,112,0.0003025
405,P2_zero_shot_def,matched,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Most people that master the Creole dance learn it as adults.,travel,contradiction,contradiction,contradiction,101,3,104,0.0002825
406,P2_zero_shot_def,matched,and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",telephone,entailment,entailment,entailment,99,3,102,0.0002775
407,P2_zero_shot_def,matched,once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right,The program aired on PBS.,telephone,neutral,neutral,neutral,99,1,100,0.0002575
408,P2_zero_shot_def,matched,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?","There is a radical side effect that was not intended, said the teacher.",slate,neutral,neutral,neutral,100,1,101,0.00026
409,P2_zero_shot_def,matched,I don't know.,I am certain.,fiction,contradiction,contradiction,contradiction,73,3,76,0.0002125
410,P2_zero_shot_def,matched,"There was no longer any  when you wanted some unbridled adult fun, Las Vegas was the place to be.",Las Vegas used targeted marketing to reach the people that would be interested.,travel,neutral,neutral,neutral,103,1,104,0.0002675
411,P2_zero_shot_def,matched,"iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners.",LSC recipients are the only ones qualified to analyze such models.,government,neutral,contradiction,contradiction,121,3,124,0.0003325
412,P2_zero_shot_def,matched,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,travel,contradiction,contradiction,contradiction,133,3,136,0.0003625
413,P2_zero_shot_def,matched,What idiots girls are! ,They believed girls to be the more intelligent gender.,fiction,contradiction,contradiction,contradiction,81,3,84,0.0002324999999999
414,P2_zero_shot_def,matched,"His diet was of wheaten bread,",He ate nothing else apart from wheaten bread.,slate,neutral,neutral,neutral,83,1,84,0.0002175
415,P2_zero_shot_def,matched,Benchmarked by U.S.,Benchmark in America.,government,entailment,neutral,neutral,75,1,76,0.0001975
416,P2_zero_shot_def,matched,She  People are rarely indifferent to the magazines I've put out.,People don't hold a strong opinion to the magazines I've put out.,slate,contradiction,contradiction,contradiction,91,3,94,0.0002575
417,P2_zero_shot_def,matched,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We tend to deal with several customers as well as government staff.,telephone,entailment,entailment,entailment,136,3,139,0.00037
418,P2_zero_shot_def,matched,Where are you going?,Where have you been?,fiction,contradiction,neutral,neutral,75,1,76,0.0001975
419,P2_zero_shot_def,matched,"What you say about Lawrence is a great surprise to me, I said. ","I think Lawrence is telling the truth, so what you say is a surprise.",fiction,neutral,neutral,neutral,97,1,98,0.0002525
420,P2_zero_shot_def,matched,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.,slate,neutral,neutral,neutral,96,1,97,0.00025
421,P2_zero_shot_def,matched,"In this case, shareholders can pay twice for the sins of others.",shareholders can pay once for the sins of others.,government,contradiction,contradiction,contradiction,89,3,92,0.0002525
422,P2_zero_shot_def,matched,and the other thing is the cost it's almost prohibitive to bring it to a dealer,The cost of fixing it makes it hard to bring it to a dealer.,telephone,entailment,entailment,entailment,98,3,101,0.000275
423,P2_zero_shot_def,matched,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I will not continue to outline any more problems.,slate,entailment,neutral,neutral,93,1,94,0.0002425
424,P2_zero_shot_def,matched,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The sampling basis method is more efficient and cost effective.,government,neutral,neutral,neutral,124,1,125,0.00032
425,P2_zero_shot_def,matched,On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health.,A series of studies on pollution and it's effects. ,government,entailment,neutral,neutral,95,1,96,0.0002475
426,P2_zero_shot_def,matched,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take cruises from Phoenix Arizona.,travel,contradiction,contradiction,contradiction,91,3,94,0.0002575
427,P2_zero_shot_def,matched,Jon saw him ride into the smoke.,The smoke soon hid him from Jon's sight.,fiction,neutral,neutral,neutral,83,1,84,0.0002175
