idx,hybrid,threshold,set,premise,hypothesis,genre,label_true,label_pred,source,enc_conf,tokens,cost_usd
201,v3_deberta_gpt4o_32shot,0.95,matched,exactly and when i'm sitting here on the sofa cross-stitching and all of a sudden somebody a man's got their hand on my door knob it's like uh like oh no and so i don't i don't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or,I don't ever sit on my sofa and do cross-stitch. ,telephone,contradiction,contradiction,encoder,0.9999178647994996,0,0.0
202,v3_deberta_gpt4o_32shot,0.95,matched,It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites.,It can entail prospective and retrospective designs.,government,entailment,entailment,encoder,0.99671471118927,0,0.0
203,v3_deberta_gpt4o_32shot,0.95,matched,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam,Your foundation is being beamed away.,telephone,contradiction,contradiction,encoder,0.969294250011444,0,0.0
204,v3_deberta_gpt4o_32shot,0.95,matched,The Washington Post called it the culmination of a six-month game of political chicken.,It has been called by the Washington Post as a beautiful situation.,slate,contradiction,contradiction,encoder,0.9978413581848145,0,0.0
205,v3_deberta_gpt4o_32shot,0.95,matched,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.",General economic trends would have to be considered by a case study on job training effectiveness.,government,entailment,entailment,encoder,0.9985783100128174,0,0.0
206,v3_deberta_gpt4o_32shot,0.95,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes was more judicious than yours.,fiction,entailment,entailment,api,0.5859664082527161,1621,0.004075
207,v3_deberta_gpt4o_32shot,0.95,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,telephone,neutral,neutral,encoder,0.9997509121894836,0,0.0
208,v3_deberta_gpt4o_32shot,0.95,matched,"Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.",There isn't enough room for an airport on the island.,travel,neutral,neutral,encoder,0.9992414712905884,0,0.0
209,v3_deberta_gpt4o_32shot,0.95,matched,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers offer employees benefits in return for information.,government,neutral,neutral,encoder,0.9979013204574584,0,0.0
210,v3_deberta_gpt4o_32shot,0.95,matched,Some rooms have balconies.,Some rooms have balconies off of them.,travel,entailment,entailment,api,0.904297649860382,1600,0.0040225
211,v3_deberta_gpt4o_32shot,0.95,matched,"No, John, I said, ""it isn't one of us. ",I told John it was not one of us.,fiction,entailment,entailment,encoder,0.998572587966919,0,0.0
212,v3_deberta_gpt4o_32shot,0.95,matched,"These aliens may seek legal assistance at any time during the year, although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation.",These immigrants often need legal assistance.,government,entailment,neutral,encoder,0.9881068468093872,0,0.0
213,v3_deberta_gpt4o_32shot,0.95,matched,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.",People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.,slate,entailment,neutral,encoder,0.997776448726654,0,0.0
214,v3_deberta_gpt4o_32shot,0.95,matched,The sacred is not mysterious to her.,The woman is very religious.,slate,neutral,neutral,encoder,0.9983953833580016,0,0.0
215,v3_deberta_gpt4o_32shot,0.95,matched,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.",The central porch was destroyed long ago.,travel,contradiction,contradiction,encoder,0.9999699592590332,0,0.0
216,v3_deberta_gpt4o_32shot,0.95,matched,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks have six shelters on their grounds.,telephone,entailment,entailment,encoder,0.9973247051239014,0,0.0
217,v3_deberta_gpt4o_32shot,0.95,matched,"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.",fiction,neutral,neutral,encoder,0.9993823766708374,0,0.0
218,v3_deberta_gpt4o_32shot,0.95,matched,No. I guess I'm going too.,I guess I'm not going to come.,fiction,contradiction,contradiction,encoder,0.9997192025184632,0,0.0
219,v3_deberta_gpt4o_32shot,0.95,matched,It's all right.,It is well and we will be on our way.,fiction,neutral,neutral,encoder,0.998645007610321,0,0.0
220,v3_deberta_gpt4o_32shot,0.95,matched,i ripped the ligaments in my right ankle,i tore the ligaments in my right ankle,telephone,entailment,entailment,encoder,0.9983839988708496,0,0.0
221,v3_deberta_gpt4o_32shot,0.95,matched,yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,neutral,neutral,encoder,0.9891740083694458,0,0.0
222,v3_deberta_gpt4o_32shot,0.95,matched,The way we try to approach it is to identify every legal problem that a client has.,Identifying every legal problem makes it easier to help the client.,government,neutral,neutral,encoder,0.9989792108535768,0,0.0
223,v3_deberta_gpt4o_32shot,0.95,matched,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",George meikle Kemp was inspired by Melrose abbey. ,travel,entailment,entailment,encoder,0.9906484484672546,0,0.0
224,v3_deberta_gpt4o_32shot,0.95,matched,cook and then the next time it would be my turn and i'd try to outdo him and then he'd try to outdo me and  we we was really a lot of fun and,"I would cook and he never would, it always turned out to be a chore. ",telephone,contradiction,contradiction,encoder,0.9999380111694336,0,0.0
225,v3_deberta_gpt4o_32shot,0.95,matched,okay what types of music do you like to listen to,"You hate music, don't you? ",telephone,contradiction,contradiction,encoder,0.999957799911499,0,0.0
226,v3_deberta_gpt4o_32shot,0.95,matched,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,slate,contradiction,contradiction,encoder,0.9997543692588806,0,0.0
227,v3_deberta_gpt4o_32shot,0.95,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can do it by yourself no problem.,telephone,neutral,neutral,api,0.6669261455535889,1651,0.004135
228,v3_deberta_gpt4o_32shot,0.95,matched,She's very tired.,She is very tired from her long day.,fiction,neutral,neutral,encoder,0.9990487694740297,0,0.0
229,v3_deberta_gpt4o_32shot,0.95,matched,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.",The only way for Assad to take care of the trouble is for him to die. ,slate,contradiction,contradiction,encoder,0.9998959302902222,0,0.0
230,v3_deberta_gpt4o_32shot,0.95,matched,what does um is Robby Robin Williams does he have a funny part in the movie or is,Is Robin Williams in the movie?,telephone,neutral,neutral,api,0.9432517886161804,1612,0.0040375
231,v3_deberta_gpt4o_32shot,0.95,matched,"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is no bookshop in the area.,travel,contradiction,contradiction,encoder,0.9999749660491944,0,0.0
232,v3_deberta_gpt4o_32shot,0.95,matched,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,contradiction,contradiction,encoder,0.9999260902404784,0,0.0
233,v3_deberta_gpt4o_32shot,0.95,matched,"Eh! Monsieur Lawrence, called Poirot. ",Poirot called upon Monsieur Lawrence.,fiction,entailment,entailment,encoder,0.997849941253662,0,0.0
234,v3_deberta_gpt4o_32shot,0.95,matched,"If all else failed, I could always make myself an exhibit.",There are major downsides to making myself an exhibit. ,fiction,neutral,neutral,encoder,0.9977878332138062,0,0.0
235,v3_deberta_gpt4o_32shot,0.95,matched,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,government,neutral,neutral,encoder,0.9862887859344482,0,0.0
236,v3_deberta_gpt4o_32shot,0.95,matched,Weicker has yet to declare his intentions.,Weicker has only the very best of intentions.,slate,neutral,neutral,encoder,0.9843520522117616,0,0.0
237,v3_deberta_gpt4o_32shot,0.95,matched,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,telephone,contradiction,contradiction,encoder,0.9999696016311646,0,0.0
238,v3_deberta_gpt4o_32shot,0.95,matched,"Even the most aged and infirm travel here to die, for nothing is more blessed for a devout Hindu than to die in the great waters of the Varanasi and thus be released from the eternal cycle of rebirth.",There is nothing special to Hindus about the water of the Varanasi.,travel,contradiction,contradiction,encoder,0.9995633959770204,0,0.0
239,v3_deberta_gpt4o_32shot,0.95,matched,but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend,We still won't be able to mow for a couple of weeks.,telephone,contradiction,contradiction,encoder,0.99982088804245,0,0.0
240,v3_deberta_gpt4o_32shot,0.95,matched,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were driving in a blue Cadillac when they filed their final exams.,telephone,neutral,neutral,encoder,0.9983686804771424,0,0.0
241,v3_deberta_gpt4o_32shot,0.95,matched,With him was the evil-looking Number 14.,Number 14 looked very innocent.,fiction,contradiction,contradiction,encoder,0.9999631643295288,0,0.0
242,v3_deberta_gpt4o_32shot,0.95,matched,This site includes a list of all award winners and a searchable database of Government Executive articles.,All of the award winners are listed on the site.,government,entailment,entailment,encoder,0.9983311295509338,0,0.0
243,v3_deberta_gpt4o_32shot,0.95,matched,"In the final rule, HCFA revised certain regulations pertaining to the costs of graduate medical education programs to conform to a recently enacted statute.","Regulations were revised by HCFA pertaining to the costs of graduate programs, because they neglected those programs.",government,neutral,neutral,encoder,0.9974347949028016,0,0.0
244,v3_deberta_gpt4o_32shot,0.95,matched,GAO secures all information obtained during the course of its work.,The information is secured.,government,entailment,entailment,encoder,0.9909934401512146,0,0.0
245,v3_deberta_gpt4o_32shot,0.95,matched,He also has a private practice.,He has private practices as well.,government,entailment,entailment,encoder,0.9980912804603576,0,0.0
246,v3_deberta_gpt4o_32shot,0.95,matched,"Nonetheless, the rationality of service tiers remains.",Rationality of service tiers continues on.,government,entailment,entailment,encoder,0.998201847076416,0,0.0
247,v3_deberta_gpt4o_32shot,0.95,matched,"Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.",Design of military aircraft is one of the town's biggest industries.,travel,neutral,neutral,encoder,0.998069941997528,0,0.0
248,v3_deberta_gpt4o_32shot,0.95,matched,"This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.",The Sea of Galilee is full of saltwater. ,travel,contradiction,contradiction,encoder,0.9999114274978638,0,0.0
249,v3_deberta_gpt4o_32shot,0.95,matched,Loire Valley,A Lake in Loire.,travel,contradiction,contradiction,encoder,0.992830216884613,0,0.0
250,v3_deberta_gpt4o_32shot,0.95,matched,i never managed to plan my departure right,I have all of my travel plans set.,telephone,contradiction,contradiction,encoder,0.9999141693115234,0,0.0
251,v3_deberta_gpt4o_32shot,0.95,matched,well yeah that really is scary,That is frightening.,telephone,entailment,entailment,encoder,0.9980615973472596,0,0.0
252,v3_deberta_gpt4o_32shot,0.95,matched,He knew how the Simulacra was supposed to develop.,He knew how the Sim would change.,fiction,entailment,entailment,encoder,0.9756753444671632,0,0.0
253,v3_deberta_gpt4o_32shot,0.95,matched,"Other advantages the Postal Service could retain relate to such things as the payment of taxes, the need for a return on investment, the right of eminent domain, and immunity from parking tickets.",The right of eminent domain is an advantage of the Postal Service.,government,entailment,entailment,encoder,0.9950868487358092,0,0.0
254,v3_deberta_gpt4o_32shot,0.95,matched,With dark eyes and eyelashes she would have been a beauty. ,"There was nothing that could be done to make her beautiful, not even darker eyes.",fiction,contradiction,contradiction,encoder,0.9999094009399414,0,0.0
255,v3_deberta_gpt4o_32shot,0.95,matched,That seems to make up for how he feels about what you did to the Voth.,He held his feelings about what happened to the Voth mostly inside. ,fiction,neutral,neutral,encoder,0.9934318661689758,0,0.0
256,v3_deberta_gpt4o_32shot,0.95,matched,The younger girl ran screaming to her.,The young girl was scared. ,fiction,neutral,neutral,api,0.9215956926345824,1600,0.0040075
257,v3_deberta_gpt4o_32shot,0.95,matched,uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,The only TV shows remaining will be on PBS,telephone,entailment,entailment,encoder,0.9889419078826904,0,0.0
258,v3_deberta_gpt4o_32shot,0.95,matched,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",travel,neutral,neutral,encoder,0.9995812773704528,0,0.0
259,v3_deberta_gpt4o_32shot,0.95,matched,"Sculpture and stone carving are perfectly modified to the harmonies of the design; the four columns at the corners are hollow to carry water off the roof, and the urns on roof are disguised chimneys.",The chimneys on the roof and entirely perceivable and not at all disguised. ,travel,contradiction,contradiction,encoder,0.9999781847000122,0,0.0
260,v3_deberta_gpt4o_32shot,0.95,matched,Are you sure?,Have you thought it through?,fiction,entailment,neutral,encoder,0.9612687826156616,0,0.0
261,v3_deberta_gpt4o_32shot,0.95,matched,Trying Your Luck,Think carefully and calculate your way to a certain victory.,travel,neutral,contradiction,encoder,0.9939746260643004,0,0.0
262,v3_deberta_gpt4o_32shot,0.95,matched,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",Nobody is going to be to any nightclub ever. ,slate,contradiction,contradiction,encoder,0.9999688863754272,0,0.0
263,v3_deberta_gpt4o_32shot,0.95,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",Blue mountain National Park is preventing farmers from working there because the park already has farmers.,travel,neutral,neutral,encoder,0.9982016086578368,0,0.0
264,v3_deberta_gpt4o_32shot,0.95,matched,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are easily mitigated.,government,neutral,contradiction,encoder,0.9971202611923218,0,0.0
265,v3_deberta_gpt4o_32shot,0.95,matched,36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).,Mercury control from power plants does not required AC.,government,contradiction,contradiction,encoder,0.9999228715896606,0,0.0
266,v3_deberta_gpt4o_32shot,0.95,matched,I am a lacto-vegetarian.,"I can consume lactose, but not meat.",slate,entailment,entailment,encoder,0.9691901206970216,0,0.0
267,v3_deberta_gpt4o_32shot,0.95,matched,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",telephone,neutral,neutral,encoder,0.9990416169166564,0,0.0
268,v3_deberta_gpt4o_32shot,0.95,matched,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,travel,neutral,contradiction,encoder,0.9998598098754884,0,0.0
269,v3_deberta_gpt4o_32shot,0.95,matched,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,neutral,neutral,encoder,0.9978041052818298,0,0.0
270,v3_deberta_gpt4o_32shot,0.95,matched,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,slate,neutral,neutral,encoder,0.9558732509613036,0,0.0
271,v3_deberta_gpt4o_32shot,0.95,matched,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I don't agree when you say that he didn't have as much support as Montana.,telephone,contradiction,contradiction,encoder,0.9993476271629332,0,0.0
272,v3_deberta_gpt4o_32shot,0.95,matched,She was alone at last with the president!,"At last, she has been alone with the president!",slate,entailment,entailment,encoder,0.9979786276817322,0,0.0
273,v3_deberta_gpt4o_32shot,0.95,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",Our ideas work really well together and do not clash.,slate,contradiction,contradiction,encoder,0.9999020099639891,0,0.0
274,v3_deberta_gpt4o_32shot,0.95,matched,Randy's Anecdotal Wrap-Up,Randy's Conclusions,slate,entailment,entailment,encoder,0.9909051060676576,0,0.0
275,v3_deberta_gpt4o_32shot,0.95,matched,so that's that's one of your priorities there's got to be air has to be an automatic,Do not get a car if it has a broken air-conditioning system.,telephone,neutral,neutral,encoder,0.9679574966430664,0,0.0
276,v3_deberta_gpt4o_32shot,0.95,matched,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",travel,neutral,neutral,encoder,0.9996306896209716,0,0.0
277,v3_deberta_gpt4o_32shot,0.95,matched,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",telephone,contradiction,contradiction,encoder,0.9999682903289796,0,0.0
278,v3_deberta_gpt4o_32shot,0.95,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times",travel,contradiction,neutral,encoder,0.9985737800598145,0,0.0
279,v3_deberta_gpt4o_32shot,0.95,matched,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",Audits and evaluations are harder because it is more difficult for GAO to get the records.,government,entailment,entailment,encoder,0.997381627559662,0,0.0
280,v3_deberta_gpt4o_32shot,0.95,matched,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","The double decker boats are all out of service, so they never leave the pier.",travel,contradiction,contradiction,encoder,0.99995756149292,0,0.0
281,v3_deberta_gpt4o_32shot,0.95,matched,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Couples always put their retirement ahead of their kids.,slate,contradiction,contradiction,encoder,0.985691487789154,0,0.0
282,v3_deberta_gpt4o_32shot,0.95,matched,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,telephone,contradiction,contradiction,encoder,0.9977232813835144,0,0.0
283,v3_deberta_gpt4o_32shot,0.95,matched,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,neutral,neutral,encoder,0.9905385971069336,0,0.0
284,v3_deberta_gpt4o_32shot,0.95,matched,"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",The outlook on violence was not affected by The Wild Bunch.,slate,contradiction,contradiction,encoder,0.999739706516266,0,0.0
285,v3_deberta_gpt4o_32shot,0.95,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,neutral,encoder,0.993749737739563,0,0.0
286,v3_deberta_gpt4o_32shot,0.95,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,neutral,encoder,0.9974257349967957,0,0.0
287,v3_deberta_gpt4o_32shot,0.95,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,entailment,encoder,0.982188045978546,0,0.0
288,v3_deberta_gpt4o_32shot,0.95,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,encoder,0.9965780377388,0,0.0
289,v3_deberta_gpt4o_32shot,0.95,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,encoder,0.9977914094924928,0,0.0
290,v3_deberta_gpt4o_32shot,0.95,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,entailment,encoder,0.997913658618927,0,0.0
291,v3_deberta_gpt4o_32shot,0.95,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,encoder,0.9972686767578124,0,0.0
292,v3_deberta_gpt4o_32shot,0.95,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,encoder,0.9998131394386292,0,0.0
293,v3_deberta_gpt4o_32shot,0.95,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,encoder,0.9966809153556824,0,0.0
294,v3_deberta_gpt4o_32shot,0.95,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,encoder,0.9999712705612184,0,0.0
295,v3_deberta_gpt4o_32shot,0.95,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,contradiction,encoder,0.999880075454712,0,0.0
296,v3_deberta_gpt4o_32shot,0.95,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,encoder,0.9995695948600768,0,0.0
297,v3_deberta_gpt4o_32shot,0.95,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,encoder,0.9938602447509766,0,0.0
298,v3_deberta_gpt4o_32shot,0.95,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,neutral,api,0.8696011900901794,1611,0.0040349999999999995
299,v3_deberta_gpt4o_32shot,0.95,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,encoder,0.9995645880699158,0,0.0
300,v3_deberta_gpt4o_32shot,0.95,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,encoder,0.9999006986618042,0,0.0
301,v3_deberta_gpt4o_32shot,0.95,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,encoder,0.9997108578681946,0,0.0
302,v3_deberta_gpt4o_32shot,0.95,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,encoder,0.9872130751609802,0,0.0
303,v3_deberta_gpt4o_32shot,0.95,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,encoder,0.999789297580719,0,0.0
304,v3_deberta_gpt4o_32shot,0.95,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,encoder,0.997130811214447,0,0.0
305,v3_deberta_gpt4o_32shot,0.95,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,entailment,encoder,0.9945356845855712,0,0.0
306,v3_deberta_gpt4o_32shot,0.95,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,entailment,encoder,0.9978559613227844,0,0.0
307,v3_deberta_gpt4o_32shot,0.95,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,encoder,0.9993625283241272,0,0.0
308,v3_deberta_gpt4o_32shot,0.95,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,entailment,encoder,0.997809112071991,0,0.0
309,v3_deberta_gpt4o_32shot,0.95,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,encoder,0.9997469782829284,0,0.0
310,v3_deberta_gpt4o_32shot,0.95,matched,The family. ,The couple.,fiction,neutral,neutral,api,0.540418803691864,1592,0.0039875
311,v3_deberta_gpt4o_32shot,0.95,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,encoder,0.9978232383728028,0,0.0
312,v3_deberta_gpt4o_32shot,0.95,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,encoder,0.990039050579071,0,0.0
313,v3_deberta_gpt4o_32shot,0.95,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,encoder,0.9694052934646606,0,0.0
314,v3_deberta_gpt4o_32shot,0.95,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,encoder,0.9983950257301332,0,0.0
315,v3_deberta_gpt4o_32shot,0.95,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,encoder,0.9999756813049316,0,0.0
316,v3_deberta_gpt4o_32shot,0.95,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,encoder,0.9949841499328612,0,0.0
317,v3_deberta_gpt4o_32shot,0.95,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,encoder,0.9593210220336914,0,0.0
318,v3_deberta_gpt4o_32shot,0.95,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,encoder,0.996100664138794,0,0.0
319,v3_deberta_gpt4o_32shot,0.95,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,neutral,api,0.9119071364402772,1667,0.004175
320,v3_deberta_gpt4o_32shot,0.95,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,neutral,encoder,0.9996187686920166,0,0.0
321,v3_deberta_gpt4o_32shot,0.95,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,api,0.8950097560882568,1622,0.0040625
322,v3_deberta_gpt4o_32shot,0.95,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,encoder,0.9999717473983764,0,0.0
323,v3_deberta_gpt4o_32shot,0.95,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,encoder,0.9980069994926452,0,0.0
